DATE (MM/DD/YYYY),HOUR-CST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Downwelling IR [W/m^2],Avg Pyrgeometer Net [W/m^2],Avg Global (stdev) [W/m^2],Avg Direct (stdev) [W/m^2],Avg Diffuse (stdev) [W/m^2],Avg IR (stdev) [W/m^2],Avg Net (stdev) [W/m^2],Avg CHP1 Temp [deg C],Avg CGR3 Temp [deg C],Avg CHP1 Temp (stdev) [deg C],Avg CGR3 Temp (stdev) [deg C],Avg CR1000 Temp [deg C],Avg CR1000 Battery [VDC]
9/1/2020,1,-1.7744,0.0000,-1.4369,428.5850,-40.7407,0.1272,0.0000,0.1241,0.5104,0.5093,28.7708,28.4723,0.0072,0.0065,31.7745,13.2273
9/1/2020,2,-1.6875,0.0000,-1.0772,440.0817,-28.6425,0.0000,0.0000,0.0260,0.7455,0.7471,28.6705,28.3775,0.0062,0.0070,31.6108,13.2345
9/1/2020,3,-1.6865,0.0000,-1.0621,451.4250,-18.3155,0.0043,0.0000,0.0000,0.7265,0.7308,28.8335,28.5393,0.0050,0.0061,31.6563,13.2383
9/1/2020,4,-1.6878,0.0000,-1.1170,439.3283,-29.3093,0.0017,0.0000,0.0696,0.7155,0.7096,28.6878,28.3633,0.0070,0.0065,31.6172,13.2392
9/1/2020,5,-1.7074,0.0000,-1.3222,425.3033,-40.5478,0.0504,0.0000,0.2346,0.4397,0.4303,28.2172,27.9142,0.0058,0.0063,31.2740,13.2537
9/1/2020,6,-2.2953,0.0000,-1.7149,421.0817,-45.0652,0.0159,0.0000,0.0186,0.2123,0.1998,28.2208,27.9622,0.0053,0.0045,31.2403,12.2333
9/1/2020,7,28.4436,0.0000,27.3622,421.7100,-46.7855,1.5025,0.0000,1.3006,0.1508,0.1340,28.5338,28.3397,0.0095,0.0108,31.6357,12.0680
9/1/2020,8,167.8897,0.0399,160.9681,437.7833,-42.2165,23.6085,0.0295,21.6073,1.1147,1.1021,30.2297,30.1732,0.0134,0.0184,32.4995,12.9335
9/1/2020,9,376.3414,0.2944,360.3228,442.9133,-48.7738,73.2019,0.1170,67.9418,1.3527,1.3340,32.1272,32.0000,0.0208,0.0338,33.7813,13.0675
9/1/2020,10,611.4832,0.7531,594.7217,448.4167,-59.7878,76.7574,0.0655,74.4300,0.8455,0.8351,34.7738,34.5282,0.0276,0.0380,35.6420,13.1407
9/1/2020,11,638.1828,1.0550,626.7859,469.0600,-51.4127,117.5751,0.0690,114.5912,1.2237,1.2236,36.7848,36.3730,0.0284,0.0451,37.8278,13.1103
9/1/2020,12,848.5909,1.4588,844.8572,470.6167,-64.6363,87.5433,0.1087,86.9245,1.0831,1.0959,38.8085,38.5463,0.0196,0.0350,39.6120,13.0822
9/1/2020,13,949.1391,1.9938,953.7275,476.2250,-72.2035,9.4872,0.0871,9.6009,0.5436,0.5627,40.5982,40.4493,0.0193,0.0297,41.5722,13.0498
9/1/2020,14,890.9546,2.0456,895.3401,479.4533,-72.7085,5.6103,0.0640,5.6678,0.4496,0.4691,40.8525,40.9825,0.0136,0.0268,42.7035,13.0342
9/1/2020,15,781.0007,1.4705,787.9034,480.7833,-74.5858,1.8447,0.0804,1.8583,0.3994,0.4230,41.0908,41.4382,0.0145,0.0280,43.4808,13.0142
9/1/2020,16,616.7106,0.7491,626.7332,473.6383,-70.1908,1.3039,0.0793,1.3268,0.3621,0.4468,39.4558,39.7843,0.0195,0.0356,43.3162,13.0110
9/1/2020,17,426.6518,0.0497,439.5020,460.4000,-67.7415,1.0519,0.0429,1.0505,0.2664,0.2832,37.0522,37.5082,0.0112,0.0205,41.5315,13.0433
9/1/2020,18,212.0758,-0.3857,222.9847,448.2200,-66.2132,1.0643,0.0331,1.0849,0.2027,0.2123,35.3417,35.4702,0.0120,0.0193,39.5700,13.0703
9/1/2020,19,34.9543,-0.3602,37.8737,437.4417,-58.9422,0.5573,0.0175,0.5909,0.1643,0.1286,33.2345,32.7267,0.0155,0.0156,37.3337,13.1137
9/1/2020,20,-2.3067,0.0000,-1.7495,428.6317,-55.2373,0.0207,0.0000,0.0087,0.1159,0.0857,31.1372,30.7830,0.0089,0.0085,35.1487,13.1470
9/1/2020,21,-2.3594,0.0000,-1.7694,423.4433,-54.3452,0.0113,0.0000,0.0000,0.1376,0.1097,30.1392,29.8230,0.0078,0.0078,33.7330,13.1828
9/1/2020,22,-2.3154,0.0000,-1.7697,420.6200,-54.0593,0.0989,0.0000,0.0000,0.2012,0.1892,29.6088,29.3295,0.0065,0.0062,32.8735,13.2060
9/1/2020,23,-2.3424,0.0000,-1.7699,418.5850,-54.7165,0.0525,0.0000,0.0000,0.2516,0.2450,29.3880,29.1095,0.0059,0.0052,32.4087,13.2282
9/2/2020,0,-2.3594,0.0000,-1.7699,414.7200,-56.6808,0.0109,0.0000,0.0000,0.1221,0.0999,29.0873,28.8075,0.0053,0.0087,32.0245,13.2255
9/2/2020,1,-2.2886,0.0000,-1.7503,415.9033,-53.1315,0.0945,0.0000,0.0108,0.1664,0.1405,28.7080,28.4253,0.0061,0.0082,31.6608,13.2297
9/2/2020,2,-1.6625,0.0000,-1.0621,454.0967,-15.0477,0.0490,0.0000,0.0000,0.5407,0.5359,28.7075,28.4435,0.0048,0.0051,31.5742,13.2338
9/2/2020,3,-1.7981,0.0000,-1.3305,431.6367,-35.4898,0.1035,0.0000,0.0201,0.9501,0.9457,28.4302,28.1187,0.0070,0.0065,31.5042,13.2445
9/2/2020,4,-2.3237,-0.0004,-1.7702,408.2900,-55.3387,0.0810,0.0028,0.0000,0.4835,0.4807,27.8263,27.5543,0.0064,0.0069,30.9235,13.2570
9/2/2020,5,-2.2368,0.0000,-1.7574,408.2350,-53.8843,0.1378,0.0000,0.0155,0.6880,0.6812,27.5842,27.3100,0.0063,0.0086,30.5262,13.2550
9/2/2020,6,-2.3811,0.0000,-1.9310,408.5733,-50.8452,0.0555,0.0000,0.0899,0.7787,0.7760,27.1307,26.8685,0.0080,0.0069,30.3762,12.2227
9/2/2020,7,26.2888,0.0000,25.7696,410.7100,-50.4572,1.5653,0.0000,1.4123,1.1907,1.1962,27.3367,27.1540,0.0062,0.0084,30.6085,12.0588
9/2/2020,8,135.0200,0.0011,130.6475,430.5200,-38.4772,22.1315,0.0036,20.1657,2.2211,2.2070,28.4735,28.4180,0.0112,0.0171,31.0960,12.9423
9/2/2020,9,360.5202,0.4160,342.7483,423.9900,-62.7383,75.7093,0.0714,70.6660,1.2841,1.2790,31.2452,31.2272,0.0273,0.0412,32.6723,13.0745
9/2/2020,10,656.4939,0.8185,638.8536,436.1700,-71.3393,42.1022,0.0872,40.9225,0.7928,0.7989,34.6268,34.4195,0.0290,0.0369,34.9990,13.1405
9/2/2020,11,786.2220,1.2989,768.2320,449.0450,-75.4973,69.9251,0.1028,67.8939,1.0287,1.0094,37.6563,36.9770,0.0228,0.0366,37.8370,13.1135
9/2/2020,12,882.7716,1.8078,878.2162,453.3633,-82.9573,54.1795,0.1249,53.9308,0.8789,0.9042,39.3262,38.7002,0.0370,0.0600,40.0743,13.0745
9/2/2020,13,905.8112,1.9682,911.6016,457.6683,-90.7417,23.4657,0.0977,23.7072,0.7406,0.8171,40.8860,40.4457,0.0245,0.0513,42.0913,13.0400
9/2/2020,14,868.8789,2.0358,873.1648,463.9583,-85.3072,31.7136,0.1106,31.9569,0.7243,0.8755,40.8810,40.5677,0.0255,0.0552,43.3898,13.0135
9/2/2020,15,765.1861,1.3562,772.5515,460.6967,-81.3388,29.2482,0.0887,29.5034,0.6355,0.7409,39.3790,39.5310,0.0214,0.0494,43.0547,13.0155
9/2/2020,16,641.6124,0.5870,653.0801,452.8850,-90.0033,1.4478,0.0709,1.4735,0.4001,0.4513,39.0650,39.6547,0.0159,0.0357,42.7353,13.0115
9/2/2020,17,369.4415,0.0603,380.5733,444.9783,-88.5720,2.9797,0.0294,3.0716,0.2789,0.3675,37.8435,38.2942,0.0196,0.0382,42.0625,13.0350
9/2/2020,18,97.5468,-0.0005,99.7849,437.6033,-69.5728,0.7065,0.0024,0.7229,0.1639,0.1626,34.8025,34.3778,0.0131,0.0136,39.4905,13.0708
9/2/2020,19,19.1204,0.0000,19.5761,435.7483,-56.6215,0.3269,0.0000,0.3372,0.1490,0.1254,32.5103,32.1092,0.0132,0.0133,36.9090,13.1135
9/2/2020,20,-2.3421,0.0000,-1.7687,427.4800,-54.4633,0.0138,0.0000,0.0015,0.1243,0.0984,30.8255,30.4812,0.0092,0.0095,34.8840,13.1520
9/2/2020,21,-2.3055,0.0000,-1.7695,425.8600,-49.3130,0.0991,0.0000,0.0000,0.1137,0.0946,29.7210,29.4083,0.0082,0.0076,33.4623,13.1865
9/2/2020,22,-2.3285,0.0000,-1.7698,417.9533,-52.4393,0.0639,0.0000,0.0000,0.1193,0.0986,28.9390,28.6445,0.0072,0.0065,32.4780,13.2178
9/2/2020,23,-2.2794,0.0000,-1.7694,414.8617,-52.1548,0.1272,0.0000,0.0031,0.3135,0.3059,28.3610,28.1022,0.0068,0.0068,31.7410,13.2260
9/3/2020,0,-2.3391,0.0000,-1.7702,410.3683,-54.1755,0.0573,0.0000,0.0000,0.1225,0.1059,27.9660,27.7030,0.0059,0.0071,31.2413,13.2398
9/3/2020,1,-2.1600,0.0000,-1.7684,412.3867,-50.2758,0.2481,0.0000,0.0063,0.1294,0.1113,27.6515,27.3975,0.0060,0.0062,30.8122,13.2547
9/3/2020,2,-2.1666,0.0000,-1.7705,409.6700,-50.7327,0.2602,0.0000,0.0000,0.1268,0.1049,27.2822,27.0292,0.0071,0.0068,30.4828,13.2567
9/3/2020,3,-2.1020,-0.0002,-1.7623,408.4450,-48.9027,0.2680,0.0016,0.0273,0.1316,0.1142,26.8033,26.5310,0.0072,0.0074,30.0890,13.2615
9/3/2020,4,-1.9529,-0.0060,-1.5593,413.6617,-41.1232,0.2203,0.0220,0.0422,0.6055,0.5974,26.3665,26.1105,0.0063,0.0076,29.6707,13.2737
9/3/2020,5,-2.0393,-0.0008,-1.6940,404.6617,-49.1298,0.2534,0.0056,0.0453,0.4103,0.3955,26.1998,25.9452,0.0061,0.0070,29.4577,13.2858
9/3/2020,6,-2.3442,-0.0092,-1.8073,402.7517,-48.1355,0.0324,0.0163,0.0938,0.1531,0.1406,25.7265,25.4672,0.0079,0.0078,29.3098,12.2162
9/3/2020,7,38.6511,0.0034,36.8029,406.0317,-48.2910,0.7048,0.0131,0.6662,0.1203,0.1065,26.1007,26.0320,0.0116,0.0139,29.4697,12.0567
9/3/2020,8,239.0597,0.7239,221.5518,412.3683,-63.2243,3.3406,0.0284,3.0233,0.2198,0.2359,28.9210,29.4667,0.0219,0.0243,30.8808,12.9453
9/3/2020,9,339.6619,0.6249,322.1796,421.5250,-67.3940,6.4120,0.0737,5.9329,0.2588,0.2737,31.6428,31.5722,0.0180,0.0235,33.1193,13.0745
9/3/2020,10,501.8519,0.7178,487.8568,428.8100,-69.7693,29.2810,0.0396,28.4940,0.4913,0.4633,33.3073,33.0658,0.0184,0.0274,34.5353,13.1507
9/3/2020,11,811.7269,1.1210,791.0078,440.7733,-77.3150,35.9252,0.0805,34.9877,0.6089,0.6347,36.5067,36.0173,0.0238,0.0342,36.6862,13.1292
9/3/2020,12,914.4888,1.6047,909.9628,452.1083,-79.1920,30.3919,0.0742,30.5342,0.6702,0.7213,38.4478,37.9703,0.0171,0.0319,38.9992,13.0902
9/3/2020,13,938.7168,2.0984,944.9088,462.7033,-83.2690,44.5043,0.0918,45.0600,0.7985,0.8556,40.3745,40.0977,0.0216,0.0398,41.1243,13.0523
9/3/2020,14,872.8038,2.1361,877.1915,473.0867,-76.9048,50.4400,0.0848,50.7875,0.9730,1.0500,40.8027,40.6688,0.0311,0.0652,42.7563,13.0298
9/3/2020,15,558.0118,1.0550,563.1904,469.9850,-64.0438,59.4587,0.0956,60.0805,0.9089,0.9165,38.6142,38.3657,0.0378,0.0736,42.6082,13.0262
9/3/2020,16,591.3323,0.6328,601.7296,464.8983,-71.2608,12.9766,0.0924,13.2395,0.4964,0.6082,38.3448,38.6787,0.0305,0.0665,42.4745,13.0232
9/3/2020,17,437.3918,0.1063,451.5983,457.4917,-74.1740,2.9858,0.0590,3.0859,0.2993,0.4126,37.4292,38.0242,0.0181,0.0396,41.9815,13.0375
9/3/2020,18,211.5620,-0.4235,223.1173,448.8967,-67.3375,2.2379,0.0420,2.3496,0.1909,0.2137,35.6962,35.7398,0.0118,0.0230,40.4192,13.0578
9/3/2020,19,32.1554,-0.4102,35.4131,440.4667,-60.1553,0.5690,0.0150,0.6267,0.1554,0.1376,33.9147,33.3787,0.0151,0.0149,38.1942,13.0917
9/3/2020,20,-2.3457,0.0000,-1.7678,432.1583,-56.9942,0.0088,0.0000,0.0022,0.1028,0.0527,31.9358,31.6100,0.0095,0.0104,35.9975,13.1303
9/3/2020,21,-2.3612,0.0000,-1.7692,423.5767,-55.5467,0.0000,0.0000,0.0000,0.1045,0.0676,30.3617,30.0340,0.0109,0.0112,34.2647,13.1660
9/3/2020,22,-2.3618,0.0000,-1.7697,418.0050,-53.2962,0.0000,0.0000,0.0000,0.1191,0.0967,29.0805,28.7905,0.0078,0.0084,32.7767,13.2055
9/3/2020,23,-2.2418,0.0000,-1.7678,415.0217,-51.1305,0.1163,0.0000,0.0084,0.1387,0.1221,28.2283,27.9622,0.0068,0.0069,31.7378,13.2232
9/4/2020,0,-2.2122,0.0000,-1.7430,413.2633,-49.8490,0.1338,0.0000,0.0245,0.3209,0.3112,27.7280,27.4712,0.0071,0.0073,31.1005,13.2432
9/4/2020,1,-2.0364,0.0000,-1.6906,412.5417,-47.4537,0.2398,0.0000,0.0457,0.3790,0.3646,27.2163,26.9630,0.0078,0.0095,30.5717,13.2545
9/4/2020,2,-1.8291,0.0000,-1.5646,413.6817,-43.5942,0.1896,0.0000,0.1598,0.1049,0.0912,26.7572,26.5177,0.0070,0.0077,30.1315,13.2567
9/4/2020,3,-1.8197,0.0000,-1.5235,414.7217,-42.4113,0.1799,0.0000,0.1963,0.1656,0.1411,26.6977,26.4953,0.0065,0.0076,29.7613,13.2653
9/4/2020,4,-1.9263,-0.0038,-1.6799,407.9233,-45.4427,0.2459,0.0123,0.1182,0.1331,0.1227,26.1348,25.8750,0.0084,0.0083,29.4377,13.2822
9/4/2020,5,-1.7508,-0.0015,-1.2630,410.0550,-41.9983,0.0860,0.0094,0.1180,0.2729,0.2678,25.8260,25.6588,0.0079,0.0090,29.0610,13.2877
9/4/2020,6,-2.3463,-0.0016,-1.8622,406.3617,-44.8693,0.0385,0.0081,0.1134,0.1143,0.0938,25.7622,25.5240,0.0101,0.0104,29.1378,12.2120
9/4/2020,7,30.6815,0.0179,28.9572,405.8117,-43.7242,0.6350,0.0088,0.5850,0.1156,0.1036,25.3325,25.2413,0.0084,0.0123,29.1615,12.0542
9/4/2020,8,207.3106,0.7166,190.1451,412.6633,-58.5860,0.9780,0.0329,0.9221,0.1913,0.1782,28.3957,28.7730,0.0238,0.0237,30.7282,12.9427
9/4/2020,9,413.3157,0.7569,390.5592,429.0650,-61.3765,29.2263,0.0589,27.4975,0.4674,0.4382,32.2097,31.8065,0.0231,0.0364,33.7335,13.0682
9/4/2020,10,666.1405,0.9945,651.0563,443.9733,-63.2417,37.1529,0.1149,36.2544,0.7277,0.7853,35.5297,34.3830,0.0333,0.0557,36.9530,13.1188
9/4/2020,11,712.3545,1.2040,696.3228,445.9900,-68.1625,89.9078,0.1217,87.6615,1.1577,1.2504,36.8828,35.4277,0.0482,0.0782,39.1950,13.0837
9/4/2020,12,951.6152,1.8548,946.6003,457.6567,-76.1965,37.7433,0.1122,37.7038,0.7888,0.8943,39.7043,38.3408,0.0368,0.0603,41.1203,13.0537
9/4/2020,13,672.5627,1.7057,675.5500,466.2483,-56.9302,57.2829,0.1204,57.8520,0.9301,0.9696,38.1677,36.7457,0.0556,0.0818,42.5278,13.0313
9/4/2020,14,448.2893,1.0913,450.8051,455.1300,-45.2847,23.6604,0.0523,23.7901,0.6949,0.7169,34.0487,33.3175,0.0390,0.0474,39.9348,13.0637
9/4/2020,15,110.8753,0.0663,112.1807,436.3200,-34.2843,0.5365,0.0422,0.5343,0.2331,0.2232,29.4190,28.6713,0.0201,0.0199,35.2997,13.1317
9/4/2020,16,75.4560,-0.6300,75.5511,439.8783,-10.0201,0.4344,0.0544,0.4281,0.3524,0.3661,25.8422,25.2873,0.0325,0.0414,31.8975,13.2047
9/4/2020,17,123.4173,-0.0615,123.5994,442.8367,-18.8775,0.6225,0.0087,0.6193,0.3698,0.3588,27.3800,27.2407,0.0164,0.0164,30.3747,13.2360
9/4/2020,18,86.0920,0.0000,86.8089,433.6833,-34.5737,0.2746,0.0000,0.2677,0.1561,0.1374,28.4705,28.3030,0.0067,0.0076,31.3823,13.2285
9/4/2020,19,24.0877,-0.0475,25.0397,431.4850,-35.3475,0.3761,0.0109,0.3957,0.1239,0.1058,28.2973,28.0717,0.0073,0.0082,31.6142,13.2275
9/4/2020,20,-1.7353,0.0000,-1.2309,428.2100,-34.2312,0.0550,0.0000,0.0578,0.1629,0.1412,27.5838,27.3615,0.0075,0.0085,31.1147,13.2507
9/4/2020,21,-1.8502,0.0000,-1.4577,415.1717,-45.8488,0.1637,0.0000,0.1551,0.1202,0.1003,27.2805,27.1318,0.0086,0.0077,30.5473,13.2575
9/4/2020,22,-2.1958,0.0000,-1.7705,408.9383,-49.6122,0.2438,0.0000,0.0000,0.1101,0.0801,26.9433,26.7262,0.0074,0.0086,30.1298,13.2587
9/4/2020,23,-2.0324,-0.0004,-1.7143,403.9400,-50.5145,0.2725,0.0028,0.0837,0.1241,0.1057,26.2238,26.0545,0.0088,0.0074,29.5098,13.2717
9/5/2020,0,-2.1038,-0.0003,-1.7694,402.1483,-49.5237,0.2735,0.0014,0.0081,0.1321,0.1169,25.8022,25.5952,0.0079,0.0081,29.0840,13.2853
9/5/2020,1,-1.8272,-0.0392,-1.4911,401.7783,-44.8738,0.1896,0.0585,0.2045,0.1528,0.1336,25.0083,24.7615,0.0072,0.0107,28.5217,13.2880
9/5/2020,2,-1.6783,-0.0178,-1.0738,419.6000,-26.3453,0.0253,0.0151,0.0215,0.3927,0.3777,24.8555,24.6445,0.0083,0.0117,28.2202,13.2867
9/5/2020,3,-1.6630,0.1552,-1.2147,433.3083,-5.4232,0.1398,0.0353,0.0384,0.3196,0.3091,23.7767,23.4268,0.0176,0.0185,27.7748,13.3033
9/5/2020,4,-1.1639,0.0000,-0.9025,430.6117,-0.1269,0.0664,0.0000,0.1166,0.2052,0.1974,22.4015,22.0723,0.0066,0.0101,25.9820,13.3232
9/5/2020,5,-0.8240,0.0000,-0.3361,431.7467,-0.3173,0.1021,0.0000,0.0746,0.1835,0.1564,22.6728,22.2995,0.0107,0.0140,25.6602,13.3358
9/5/2020,6,-1.6858,-0.0035,-1.1897,433.0117,-0.4495,0.0815,0.0046,0.0613,0.2145,0.1993,22.8848,22.5393,0.0093,0.0084,25.9580,12.1942
9/5/2020,7,4.3196,0.0000,4.5208,433.9933,-0.0853,0.1774,0.0000,0.1630,0.1374,0.1099,22.9525,22.6433,0.0065,0.0103,26.1730,12.0333
9/5/2020,8,33.8716,0.0000,34.1063,435.6367,-0.3070,0.5360,0.0000,0.5362,0.1718,0.1525,23.2765,22.9605,0.0079,0.0081,26.3382,12.9567
9/5/2020,9,33.2430,0.0540,33.4919,424.3250,0.1671,0.7326,0.0151,0.7312,0.1973,0.1587,21.4555,20.9338,0.0195,0.0214,25.4500,13.0933
9/5/2020,10,101.7466,0.0000,102.5012,426.3683,1.1675,0.4266,0.0000,0.4188,0.1416,0.1200,21.3850,21.1193,0.0082,0.0101,24.6718,13.2265
9/5/2020,11,161.4363,0.0000,161.9085,430.8667,-0.2528,0.4903,0.0000,0.4914,0.2260,0.1978,22.3842,22.1380,0.0090,0.0131,25.2325,13.3227
9/5/2020,12,363.9034,0.3715,363.5127,446.2067,3.1564,1.6357,0.0231,1.6288,0.2603,0.1993,24.5822,24.1553,0.0221,0.0236,26.4880,13.3163
9/5/2020,13,171.7563,0.7116,172.5587,437.1183,-0.6965,3.4115,0.0609,3.3805,0.4191,0.3375,23.9490,23.2533,0.0382,0.0378,28.2455,13.2967
9/5/2020,14,55.0668,-0.0118,55.6528,427.7533,0.8204,0.6632,0.0173,0.6639,0.1768,0.1454,21.7625,21.4178,0.0126,0.0160,25.7603,13.3208
9/5/2020,15,114.7661,0.0000,115.4243,430.9283,1.6563,0.4896,0.0000,0.4851,0.1553,0.1202,22.1277,21.8200,0.0094,0.0141,25.2475,13.3313
9/5/2020,16,184.6204,0.2166,185.2499,438.5283,2.2796,0.4074,0.0412,0.4187,0.1723,0.1314,23.5017,23.0135,0.0112,0.0148,26.0003,13.3228
9/5/2020,17,168.7069,0.4284,169.6670,442.0367,1.4688,0.5707,0.0696,0.5836,0.1665,0.1367,24.5642,23.7437,0.0091,0.0109,27.3967,13.3150
9/5/2020,18,122.1490,0.0582,124.1145,441.8933,-0.7802,0.8203,0.0463,0.8501,0.2487,0.2340,24.7480,24.0958,0.0087,0.0098,28.0555,13.3013
9/5/2020,19,10.5722,-0.0482,11.0888,437.0867,-1.1567,0.2864,0.0498,0.2802,0.1583,0.1343,23.8482,23.3495,0.0101,0.0092,27.5410,13.3178
9/5/2020,20,-1.7795,0.0000,-1.1570,434.3850,-1.0269,0.0870,0.0000,0.0716,0.1422,0.1281,23.1847,22.8720,0.0061,0.0055,26.5383,13.3213
9/5/2020,21,-1.6859,0.0000,-1.0629,433.6683,-1.0846,0.0103,0.0000,0.0000,0.1662,0.1557,23.0312,22.7593,0.0072,0.0039,26.2765,13.3197
9/5/2020,22,-1.6886,0.0000,-1.0629,433.9300,-1.1635,0.0010,0.0000,0.0000,0.1513,0.1308,23.0713,22.8168,0.0077,0.0091,26.2500,13.3172
9/5/2020,23,-1.6686,0.0000,-1.0629,433.3500,-0.9888,0.0375,0.0000,0.0000,0.1393,0.1184,22.9400,22.6878,0.0079,0.0071,26.1892,13.3213
9/6/2020,0,-1.6767,0.0000,-1.0630,432.8850,-0.9958,0.0269,0.0000,0.0000,0.1486,0.1307,22.8633,22.6112,0.0058,0.0071,26.0775,13.3245
9/6/2020,1,-1.6890,-0.0021,-1.0630,432.5333,-1.3777,0.0000,0.0137,0.0000,0.1371,0.1236,22.8677,22.6155,0.0045,0.0064,25.9950,13.3297
9/6/2020,2,-1.6891,-0.0015,-1.0651,432.0583,-1.4444,0.0010,0.0071,0.0068,0.1608,0.1407,22.8007,22.5440,0.0078,0.0071,25.9758,13.3388
9/6/2020,3,-1.6891,-0.0063,-1.0650,430.9467,-1.6264,0.0014,0.0236,0.0083,0.1494,0.1335,22.6198,22.3867,0.0070,0.0076,25.8518,13.3443
9/6/2020,4,-1.6890,-0.0129,-1.0635,431.3117,-1.4364,0.0000,0.0199,0.0029,0.1522,0.1362,22.6253,22.4153,0.0071,0.0070,25.7222,13.3495
9/6/2020,5,-1.6410,-0.0012,-1.0464,433.1317,-1.2609,0.0406,0.0056,0.0181,0.1312,0.1126,22.9080,22.6963,0.0078,0.0083,25.8563,13.3442
9/6/2020,6,-2.0771,0.0000,-1.6194,433.8550,-1.4736,0.1799,0.0000,0.0370,0.1376,0.1096,23.0887,22.8563,0.0066,0.0096,26.2803,12.2352
9/6/2020,7,20.9869,0.0000,21.3145,435.9950,-1.3682,0.4178,0.0000,0.4143,0.1799,0.1605,23.3740,23.2015,0.0076,0.0090,26.7997,12.0817
9/6/2020,8,112.9808,0.1010,112.1459,443.3217,-1.8424,2.0640,0.0537,2.0330,0.2925,0.2701,24.6020,24.5130,0.0117,0.0137,27.5763,12.9195
9/6/2020,9,110.0744,-0.1649,110.1150,444.0867,-1.0588,2.7493,0.0473,2.7173,0.2830,0.2505,24.8950,24.5108,0.0118,0.0177,28.2503,13.0732
9/6/2020,10,436.1368,0.4990,427.8507,454.2733,-0.5794,24.1434,0.1022,23.4236,0.4998,0.4456,26.7828,26.1122,0.0209,0.0271,29.0258,13.1863
9/6/2020,11,780.4454,1.7211,768.1905,461.7567,-17.9447,45.4726,0.0679,44.6542,0.8719,0.7928,30.3250,30.1080,0.0386,0.0571,32.1095,13.2123
9/6/2020,12,715.2841,2.1818,709.9455,446.1767,-53.1237,47.2781,0.1018,46.9150,0.8116,0.8688,33.9358,33.1748,0.0388,0.0578,36.2970,13.1415
9/6/2020,13,454.5528,1.7388,452.0800,448.8233,-32.6208,23.2607,0.0975,23.2673,0.4922,0.5333,31.1712,30.3963,0.0386,0.0499,36.4917,13.1412
9/6/2020,14,342.1770,0.8347,341.6657,437.5800,-36.4500,0.8829,0.0237,0.8625,0.2155,0.2338,29.4768,29.2257,0.0145,0.0210,34.1498,13.1648
9/6/2020,15,503.1399,1.1056,505.0366,442.4417,-46.7812,5.1333,0.0561,5.2014,0.3178,0.3607,31.4122,31.6175,0.0176,0.0287,34.3842,13.1652
9/6/2020,16,407.7374,0.7971,410.5485,439.2583,-49.3353,1.8915,0.0158,1.9284,0.2882,0.3110,31.7512,31.5202,0.0143,0.0237,35.2723,13.1667
9/6/2020,17,333.5424,0.4477,338.4006,434.7633,-50.0480,4.1897,0.0521,4.3636,0.2409,0.2833,30.9897,30.9312,0.0115,0.0236,35.1003,13.1688
9/6/2020,18,138.7185,0.0139,139.9899,429.7417,-46.2787,0.8382,0.0126,0.8465,0.1436,0.1328,29.9482,29.5433,0.0124,0.0151,34.3888,13.1752
9/6/2020,19,23.9656,0.0000,24.5666,420.8317,-43.0223,0.3872,0.0000,0.4026,0.1171,0.0780,28.0145,27.5903,0.0119,0.0116,32.5588,13.2145
9/6/2020,20,-1.7727,0.0000,-1.2801,414.4817,-41.6877,0.1698,0.0000,0.2584,0.1281,0.1072,26.6075,26.3365,0.0074,0.0083,30.8200,13.2445
9/6/2020,21,-1.7283,-0.0012,-1.1578,413.4400,-38.7348,0.0618,0.0057,0.0878,0.1453,0.1283,25.8568,25.6792,0.0085,0.0098,29.8170,13.2583
9/6/2020,22,-1.7230,-0.0008,-1.1341,410.3183,-40.7598,0.0488,0.0050,0.0842,0.1319,0.1177,25.5778,25.4958,0.0059,0.0083,29.3538,13.2698
9/6/2020,23,-1.6992,-0.0014,-1.1162,411.4350,-39.0830,0.0290,0.0046,0.0925,0.1201,0.1021,25.4055,25.4050,0.0072,0.0094,29.0268,13.2868
9/7/2020,0,-1.6932,-0.0002,-1.0839,412.0983,-34.6575,0.0135,0.0016,0.0449,0.1338,0.1209,24.8872,24.7800,0.0087,0.0079,28.6885,13.2890
9/7/2020,1,-1.6914,-0.0170,-1.0855,411.1050,-33.0392,0.0130,0.0203,0.0343,0.1616,0.1473,24.3933,24.3428,0.0075,0.0085,28.3265,13.2890
9/7/2020,2,-1.6993,-0.1180,-1.0920,410.0767,-33.7332,0.0207,0.0736,0.0457,0.1293,0.1066,24.3850,24.2858,0.0085,0.0106,27.9967,13.2933
9/7/2020,3,-1.6998,0.0000,-1.0875,414.8133,-26.8630,0.0283,0.0000,0.0490,0.1221,0.1027,24.1095,23.9295,0.0088,0.0076,27.7627,13.3102
9/7/2020,4,-1.6881,0.0000,-1.0636,417.5017,-23.2852,0.0027,0.0000,0.0031,0.0959,0.0676,23.9592,23.7807,0.0106,0.0087,27.4825,13.3162
9/7/2020,5,-1.6571,0.0000,-1.0602,421.2250,-19.1318,0.0526,0.0000,0.0107,0.1727,0.1595,23.8718,23.7073,0.0057,0.0065,27.3372,13.2802
9/7/2020,6,-2.2281,0.0000,-1.5386,414.8800,-24.2623,0.0941,0.0000,0.0889,0.1261,0.1113,23.6642,23.5033,0.0053,0.0066,27.4620,12.2243
