DATE (MM/DD/YYYY),HOUR-CST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Downwelling IR [W/m^2],Avg Pyrgeometer Net [W/m^2],Avg Global (stdev) [W/m^2],Avg Direct (stdev) [W/m^2],Avg Diffuse (stdev) [W/m^2],Avg IR (stdev) [W/m^2],Avg Net (stdev) [W/m^2],Avg CHP1 Temp [deg C],Avg CGR3 Temp [deg C],Avg CHP1 Temp (stdev) [deg C],Avg CGR3 Temp (stdev) [deg C],Avg CR1000 Temp [deg C],Avg CR1000 Battery [VDC]
9/28/2020,15,451.6684,0.9989,453.5911,436.5983,-43.5975,13.9645,0.0541,14.0919,0.4842,0.4893,30.0960,30.1963,0.0215,0.0350,34.2708,13.1707
9/28/2020,16,149.8950,0.2267,150.2151,438.3983,-23.9960,2.6536,0.0442,2.7154,0.3033,0.3141,27.6155,27.3530,0.0104,0.0141,32.1133,13.2147
9/28/2020,17,220.9992,0.1319,225.0659,421.6550,-44.5320,15.3932,0.0530,16.0490,0.4186,0.4213,27.7563,27.9653,0.0133,0.0253,31.2982,13.2282
9/28/2020,18,46.6375,0.0000,47.0415,434.4533,-23.5665,0.8267,0.0000,1.0784,0.2528,0.2356,26.8412,26.6390,0.0083,0.0093,30.4325,13.2510
9/28/2020,19,-0.7209,0.0000,-0.1887,429.3783,-23.5263,0.0696,0.0000,0.0548,0.1840,0.1595,25.9877,25.7995,0.0082,0.0080,29.4543,13.2613
9/28/2020,20,-1.7371,-0.0819,-1.0863,421.9383,-27.3640,0.0128,0.0272,0.0231,0.3020,0.2931,25.3097,25.2018,0.0069,0.0071,28.6960,13.2867
9/28/2020,21,-1.6883,-0.0001,-1.0778,420.2217,-26.9047,0.0000,0.0008,0.0231,0.2258,0.2019,24.9618,24.8435,0.0076,0.0082,28.2410,13.2873
9/28/2020,22,-2.2802,-0.2840,-1.8236,371.8900,-68.1887,0.0322,0.0366,0.0981,0.2794,0.2280,23.8175,23.6583,0.0131,0.0147,27.4355,13.3033
9/28/2020,23,-2.3641,-0.3819,-1.7735,354.2450,-74.8918,0.0000,0.0000,0.0044,0.1412,0.1265,21.9232,21.7965,0.0111,0.0106,25.7433,13.3278
9/29/2020,0,-1.9514,-0.3288,-1.3745,382.8600,-42.7655,0.0559,0.0625,0.0107,0.3415,0.3293,21.2227,21.1935,0.0101,0.0090,24.5482,13.3480
9/29/2020,1,-1.6843,-0.1900,-1.0631,403.4067,-25.2263,0.0101,0.1665,0.0000,0.1879,0.1722,21.7582,21.7120,0.0084,0.0077,24.6320,13.2887
9/29/2020,2,-1.6891,-0.1035,-1.0631,405.3267,-24.8533,0.0000,0.1528,0.0000,0.0780,0.0658,22.0295,21.9768,0.0081,0.0045,24.9247,13.2785
9/29/2020,3,-1.6891,-0.1048,-1.0631,400.5617,-28.8432,0.0000,0.1562,0.0000,0.1164,0.0996,21.9220,21.8440,0.0084,0.0083,24.9392,13.2777
9/29/2020,4,-1.6891,-0.2557,-1.0632,394.2533,-33.1102,0.0000,0.1523,0.0008,0.1182,0.0951,21.5788,21.4923,0.0083,0.0078,24.6533,13.2668
9/29/2020,5,-1.6891,-0.2773,-1.0710,391.2683,-35.2633,0.0000,0.1307,0.0219,0.1231,0.1024,21.4355,21.3485,0.0082,0.0096,24.3947,13.3482
9/29/2020,6,-2.3041,-0.3321,-1.6889,387.0950,-36.5358,0.0097,0.1055,0.0114,0.1532,0.1190,20.9393,20.8482,0.0078,0.0085,24.3055,12.1942
9/29/2020,7,16.5741,-0.3532,14.6347,335.7050,-82.4988,0.4614,0.0073,0.4127,0.2823,0.2442,19.9293,19.9013,0.0115,0.0129,23.8270,11.9327
9/29/2020,8,196.9165,0.3290,180.6182,325.1950,-101.9100,1.1389,0.0140,1.1089,0.1527,0.1540,20.7122,21.4457,0.0171,0.0205,23.6408,12.9448
9/29/2020,9,436.7351,0.6233,418.4048,331.8817,-115.5100,1.2055,0.0717,1.1816,0.2873,0.3161,24.4240,24.8818,0.0217,0.0268,25.8508,13.0995
9/29/2020,10,664.5400,0.9994,641.9994,339.4033,-122.3217,1.3490,0.0766,1.3429,0.3501,0.4012,27.4788,27.2423,0.0190,0.0312,28.7530,13.2020
9/29/2020,11,832.3135,1.4390,809.0665,345.7500,-121.6283,1.6408,0.0575,1.6233,0.3474,0.4013,28.6510,28.1597,0.0174,0.0316,30.8220,13.2323
9/29/2020,12,931.3115,1.8189,908.3298,349.8517,-125.6617,3.1392,0.1065,3.0691,0.3700,0.4274,29.7503,29.4617,0.0194,0.0341,32.0737,13.2287
9/29/2020,13,937.3704,2.1367,841.9768,352.9583,-127.7833,10.5537,0.0879,42.6607,0.6203,0.6991,30.4632,30.2913,0.0190,0.0387,33.4075,13.1982
9/29/2020,14,916.3697,2.2150,916.5040,352.4200,-133.7817,0.9076,0.0733,0.8681,0.4163,0.4841,30.6202,31.1490,0.0173,0.0346,34.1218,13.1787
9/29/2020,15,787.8249,1.2191,802.7172,350.7500,-135.4117,1.0375,0.0910,1.0013,0.3988,0.4198,30.1430,31.1407,0.0196,0.0384,34.2170,13.1695
9/29/2020,16,605.6061,0.0005,624.7854,349.7833,-137.0400,1.0075,0.0701,1.0300,0.3410,0.3837,29.5665,31.2452,0.0121,0.0271,33.8927,13.1920
9/29/2020,17,384.1687,-0.7353,400.1840,346.8133,-134.4967,1.1649,0.0297,1.1604,0.2608,0.2896,28.5675,30.3785,0.0097,0.0241,33.6183,13.1942
9/29/2020,18,145.0385,-1.9436,157.5009,339.7950,-129.1850,1.1065,0.0587,1.1407,0.1692,0.1726,27.8655,28.4150,0.0082,0.0183,32.3618,13.2183
9/29/2020,19,4.4675,-0.9625,5.6386,333.2017,-111.9133,0.2239,0.0868,0.2445,0.1462,0.1383,24.9588,24.5002,0.0225,0.0208,29.7060,13.2603
9/29/2020,20,-2.6999,-0.4436,-2.4797,328.0233,-104.8117,0.0038,0.0527,0.0026,0.1439,0.1291,22.3937,22.4313,0.0122,0.0139,26.6030,13.3057
9/29/2020,21,-2.7014,-0.3820,-2.4803,323.4317,-101.8650,0.0041,0.0000,0.0000,0.1309,0.1226,21.1208,21.1348,0.0109,0.0115,24.8310,13.3360
9/29/2020,22,-2.6592,-0.3821,-2.4431,320.1033,-97.6700,0.0394,0.0000,0.0222,0.1165,0.1085,19.8307,19.8227,0.0123,0.0134,23.4617,13.3623
9/29/2020,23,-2.4293,-0.3822,-2.0668,317.8467,-91.8950,0.0802,0.0000,0.1034,0.1310,0.1122,18.3102,18.4070,0.0117,0.0125,22.1225,13.3883
9/30/2020,0,-2.3987,-0.5231,-2.0048,316.2083,-91.0767,0.0465,0.0183,0.0941,0.1248,0.1098,17.7518,17.9682,0.0113,0.0122,21.2343,13.3593
9/30/2020,1,-2.4451,-0.5399,-2.0682,313.6550,-90.0700,0.0930,0.0388,0.1189,0.1284,0.1163,17.2543,17.3288,0.0115,0.0119,20.4955,13.4125
9/30/2020,2,-2.3803,-0.3852,-1.8565,312.4317,-86.6167,0.0159,0.0083,0.0695,0.1330,0.1187,16.4427,16.4848,0.0095,0.0115,19.6882,13.3843
9/30/2020,3,-2.3670,-0.7504,-1.8340,311.6667,-87.5667,0.0014,0.0920,0.0829,0.1283,0.1084,16.4058,16.5198,0.0101,0.0112,19.1707,13.4215
9/30/2020,4,-2.3674,-0.7100,-1.8257,310.6117,-85.3567,0.0019,0.0674,0.0503,0.1331,0.1189,15.7860,15.9245,0.0109,0.0117,18.7207,13.4605
9/30/2020,5,-2.3692,-0.4946,-1.8875,308.3867,-83.7900,0.0077,0.0389,0.0813,0.1318,0.1155,15.1167,15.2305,0.0118,0.0125,18.2268,13.4282
9/30/2020,6,-2.6823,-0.3824,-2.4202,304.3350,-80.7975,0.0157,0.0000,0.0320,0.1525,0.1426,13.9418,13.9262,0.0123,0.0128,17.6330,12.1472
9/30/2020,7,24.1310,-0.3072,19.6887,303.9217,-79.8863,0.5044,0.0160,0.4349,0.1498,0.1448,13.4440,13.6795,0.0131,0.0157,17.2632,11.8100
9/30/2020,8,205.7683,0.6929,187.4837,310.7233,-94.7433,1.0857,0.0771,1.0714,0.1890,0.1979,16.6075,17.6307,0.0288,0.0307,18.9242,12.9867
9/30/2020,9,443.9225,0.8988,421.1294,326.2850,-114.1917,1.1994,0.0880,1.1432,0.2584,0.2693,22.8788,23.7122,0.0339,0.0363,23.0880,13.1302
9/30/2020,10,664.9591,1.1485,641.0861,343.3950,-125.6417,1.0965,0.0840,1.0078,0.3865,0.4040,28.2647,28.4192,0.0260,0.0319,27.9143,13.2173
9/30/2020,11,825.5116,1.8773,804.0748,354.4883,-131.6767,1.0072,0.0884,1.0070,0.5113,0.5760,31.4837,31.1415,0.0265,0.0411,31.6557,13.2428
9/30/2020,12,921.9861,1.8851,906.0067,361.9250,-134.6167,0.7316,0.0742,0.7606,0.4318,0.5451,33.3062,32.7485,0.0342,0.0500,34.1090,13.1908
9/30/2020,13,944.3351,2.5971,935.4351,367.2483,-134.5933,0.5164,0.1033,0.5256,0.5231,0.5978,33.9260,33.5665,0.0358,0.0555,36.1037,13.1518
9/30/2020,14,887.5444,2.4140,888.0461,371.6550,-131.4633,0.5968,0.0980,0.5536,0.5164,0.5748,33.5075,33.7610,0.0297,0.0508,37.0070,13.1328
9/30/2020,15,762.8807,0.9508,777.0398,371.0283,-131.0233,0.8561,0.0780,0.7935,0.4057,0.4739,33.2480,33.5982,0.0206,0.0470,37.5295,13.1062
9/30/2020,16,587.8029,-0.3378,606.0385,367.8400,-132.1100,0.9708,0.0411,1.1210,0.3162,0.3660,32.0872,33.2768,0.0160,0.0393,37.1962,13.1200
9/30/2020,17,368.1151,-0.7724,383.2418,366.1650,-128.3817,1.1562,0.0375,1.1536,0.2539,0.3120,30.8892,32.4442,0.0139,0.0354,36.7115,13.1335
9/30/2020,18,133.0948,-1.9124,144.1758,362.9267,-118.3900,1.0748,0.0218,1.1655,0.1675,0.1735,30.0057,30.3768,0.0112,0.0239,34.9690,13.1547
9/30/2020,19,3.3395,-0.6398,4.2716,357.4900,-101.0733,0.1916,0.0443,0.2102,0.1544,0.1468,27.1240,26.7257,0.0189,0.0168,32.0513,13.2125
9/30/2020,20,-2.6835,-0.3671,-2.4850,350.1517,-92.6333,0.0281,0.0227,0.0231,0.1108,0.0856,24.2053,24.1138,0.0137,0.0138,28.8850,13.2668
9/30/2020,21,-2.5806,-0.3818,-2.3757,346.3217,-88.4900,0.1411,0.0008,0.0945,0.1152,0.0979,22.7767,22.7692,0.0097,0.0096,26.8027,13.3048
9/30/2020,22,-2.4179,-0.3820,-2.0160,343.9867,-83.8900,0.0716,0.0000,0.1099,0.1291,0.1107,21.6078,21.5800,0.0104,0.0118,25.3777,13.3293
9/30/2020,23,-2.3765,-0.3820,-1.8854,343.0400,-81.5950,0.0218,0.0000,0.0669,0.1111,0.1005,21.0157,21.0202,0.0111,0.0148,24.4153,13.3468
10/1/2020,0,-2.3649,-0.3821,-1.7726,340.5667,-75.1148,0.0014,0.0000,0.0022,0.1122,0.0966,19.4457,19.4580,0.0099,0.0083,23.4148,13.3037
10/1/2020,1,-2.3655,-0.3822,-1.7724,339.9483,-74.4120,0.0000,0.0000,0.0000,0.1085,0.0974,19.1097,19.2270,0.0076,0.0076,22.7238,13.3757
10/1/2020,2,-2.3519,-0.3822,-1.7725,339.0017,-72.3145,0.0288,0.0000,0.0000,0.1214,0.1075,18.5967,18.6855,0.0095,0.0082,22.2285,13.3700
10/1/2020,3,-2.3274,-0.3962,-1.7726,337.6933,-71.1155,0.0674,0.0146,0.0008,0.1124,0.1001,18.0878,18.2422,0.0105,0.0087,21.6228,13.3597
10/1/2020,4,-2.3373,-0.4744,-1.7709,337.2600,-70.1728,0.0308,0.0336,0.0068,0.1059,0.0828,17.8052,17.9937,0.0118,0.0110,21.1688,13.3895
10/1/2020,5,-2.3154,-0.3824,-1.7541,334.1267,-69.5700,0.0446,0.0008,0.0223,0.1091,0.0774,17.2273,17.3250,0.0113,0.0109,20.6492,13.4177
10/1/2020,6,-2.5724,-0.3823,-2.1818,330.0067,-69.0988,0.1328,0.0000,0.1154,0.1188,0.1049,16.5285,16.4967,0.0093,0.0102,20.0855,12.1553
10/1/2020,7,22.2383,-0.3044,18.2934,330.8350,-68.4623,0.4691,0.0178,0.4074,0.1178,0.0932,16.3502,16.5293,0.0108,0.0143,20.0203,11.8257
10/1/2020,8,193.0761,0.7616,175.1846,336.7483,-81.3682,1.0279,0.0529,1.0191,0.1705,0.1814,18.8710,19.8767,0.0242,0.0286,21.6773,12.9807
10/1/2020,9,425.5315,1.2894,404.0881,351.0783,-100.3017,1.1912,0.0625,1.1416,0.2310,0.2510,24.8472,25.5390,0.0331,0.0346,25.9328,13.1052
10/1/2020,10,641.7781,1.7590,618.6968,366.7700,-107.3217,0.9399,0.0954,0.9518,0.3864,0.4163,29.6282,29.2342,0.0269,0.0380,30.5873,13.1892
10/1/2020,11,798.5567,2.1944,778.2362,377.4283,-112.3033,0.8593,0.0899,0.8042,0.4562,0.4852,32.7467,31.6950,0.0347,0.0426,33.8822,13.1943
10/1/2020,12,890.8177,2.1288,875.6593,386.3100,-113.3483,6.5744,0.1165,6.4786,0.5518,0.6419,34.4927,33.2292,0.0362,0.0578,36.5007,13.1432
10/1/2020,13,900.7172,2.2769,892.9165,389.2017,-108.2917,14.5709,0.0893,14.3553,0.5862,0.6425,33.8378,32.8980,0.0382,0.0595,37.4807,13.1185
10/1/2020,14,857.3909,2.0615,858.3543,390.2417,-107.1517,1.2595,0.1086,1.3398,0.4258,0.4760,32.9433,32.8815,0.0343,0.0502,37.5800,13.1077
10/1/2020,15,738.7215,1.0971,753.0742,390.7700,-107.8933,1.0735,0.0735,1.0090,0.4069,0.4897,32.5485,33.0802,0.0272,0.0523,37.6272,13.1018
10/1/2020,16,568.1393,-0.0983,585.4758,388.0733,-104.3167,1.0237,0.0904,1.0528,0.2958,0.3518,31.1578,32.1118,0.0173,0.0381,36.8555,13.1148
10/1/2020,17,355.7336,-0.6799,369.8999,384.2350,-106.8467,1.1052,0.0378,1.1094,0.2490,0.2949,30.5892,31.9078,0.0117,0.0339,35.9460,13.1303
10/1/2020,18,127.8861,-1.7621,139.0753,371.4317,-105.9800,1.0404,0.0454,1.0861,0.1633,0.1452,29.7548,29.7632,0.0120,0.0180,34.6235,13.1595
10/1/2020,19,2.5233,-0.5188,3.3195,362.0250,-93.9433,0.1790,0.0313,0.1978,0.1312,0.0916,26.6270,26.3005,0.0197,0.0188,31.7187,13.2187
10/1/2020,20,-2.6235,-0.3815,-2.4678,355.0717,-87.4000,0.1096,0.0016,0.0159,0.1278,0.1057,24.1578,24.0603,0.0126,0.0134,28.6963,13.2695
10/1/2020,21,-2.4061,-0.3819,-2.0185,350.3700,-83.5167,0.0687,0.0000,0.1581,0.1127,0.0990,22.6083,22.6117,0.0103,0.0094,26.7443,13.3008
10/1/2020,22,-2.3664,-0.3820,-1.8635,346.4750,-82.7517,0.0113,0.0000,0.1232,0.1069,0.0771,21.7478,21.8163,0.0089,0.0103,25.5507,13.3260
10/1/2020,23,-2.3693,-0.3820,-1.8416,342.3750,-80.2858,0.0115,0.0000,0.0683,0.1112,0.0911,20.6732,20.6772,0.0092,0.0096,24.4358,13.3502
