DATE (MM/DD/YYYY),HOUR-CST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Downwelling IR [W/m^2],Avg Pyrgeometer Net [W/m^2],Avg Global (stdev) [W/m^2],Avg Direct (stdev) [W/m^2],Avg Diffuse (stdev) [W/m^2],Avg IR (stdev) [W/m^2],Avg Net (stdev) [W/m^2],Avg Air Temperature [deg C],Avg Relative Humidity [%],Avg Pressure [mBar]
1/25/2024,1,-1.0136,-0.0824,-1.4755,398.2200,-3.4328,0.0188,0.0712,0.1295,0.0853,0.0552,17.1937,94.8800,1010.4473
1/25/2024,2,-1.0269,-0.3773,-1.7000,396.7367,-2.7445,0.0166,0.0208,0.0732,0.1002,0.0670,16.9127,96.0833,1010.9673
1/25/2024,3,-0.7269,-0.3259,-1.1212,394.3050,-5.3427,0.1274,0.0915,0.0180,0.1304,0.1152,16.9360,93.0783,1011.2413
1/25/2024,4,-0.8740,-0.0797,-1.1101,392.4417,-7.6491,0.1385,0.1444,0.0691,0.1233,0.0984,16.9057,87.1783,1011.1093
1/25/2024,5,-0.9461,-0.1090,-1.2747,387.7367,-11.3003,0.1040,0.1307,0.1490,0.2889,0.2616,16.7577,83.7400,1011.0283
1/25/2024,6,-1.2396,-0.3818,-1.7700,356.1233,-39.6455,0.0901,0.0027,0.0152,0.3327,0.3189,16.3287,83.1633,1010.7437
1/25/2024,7,-1.1813,-0.3825,-1.7771,348.6183,-44.1005,0.0944,0.0000,0.0168,0.2594,0.2484,15.9367,84.3000,1011.0280
1/25/2024,8,20.6591,6.6996,19.8002,343.7150,-46.5955,0.7834,1.9481,0.3403,0.1542,0.1406,15.2460,88.9033,1012.4080
1/25/2024,9,115.4736,64.5981,94.6779,338.7583,-59.2858,5.6189,12.1100,0.6257,0.1501,0.1448,15.9020,86.0750,1013.4037
1/25/2024,10,385.1755,385.3937,98.6078,333.2717,-80.4708,10.8189,14.9511,0.5172,0.2620,0.3124,16.9817,81.2473,1014.0208
1/25/2024,11,543.4715,513.0093,83.0179,337.2033,-92.3033,0.6949,0.8949,0.1270,0.3282,0.3582,18.6777,73.2162,1014.2870
1/25/2024,12,641.3013,566.0482,88.6896,344.3900,-98.5400,0.5884,0.8494,0.1349,0.3725,0.4271,20.5287,65.8198,1013.9995
1/25/2024,13,687.1665,581.1177,103.4971,349.2500,-99.1700,0.6156,0.9245,0.2913,0.3967,0.4078,21.5502,61.6645,1012.5630
1/25/2024,14,674.6702,568.5692,123.1078,356.1883,-100.5433,2.7893,3.0625,1.1619,0.3955,0.4326,22.7630,56.9885,1011.3865
1/25/2024,15,594.6117,531.9469,107.2572,359.4350,-97.6050,0.7373,0.9895,0.1771,0.4044,0.4256,23.5238,54.9635,1010.3565
1/25/2024,16,473.3037,473.0843,95.3182,360.0833,-95.6417,0.8322,0.9809,0.1556,0.3764,0.3954,23.7935,54.2457,1009.7162
1/25/2024,17,297.4783,371.8514,77.7327,359.7767,-91.3800,2.1077,3.1677,0.1632,0.2336,0.2615,23.8957,54.1513,1009.3477
1/25/2024,18,88.9638,153.7550,37.6188,359.8917,-81.7967,1.0475,2.5452,0.3355,0.1352,0.1244,23.6223,56.6580,1009.1302
1/25/2024,19,-0.0843,0.4585,-0.7348,353.8117,-72.8393,0.1064,0.1427,0.0847,0.1035,0.0644,21.7893,64.4222,1009.4703
1/25/2024,20,-1.6897,-0.3822,-2.4814,351.4567,-66.0180,0.0000,0.0000,0.0000,0.0973,0.0730,20.2043,73.4095,1010.1660
1/25/2024,21,-1.6901,-0.3823,-2.4249,351.8333,-59.8623,0.0000,0.0000,0.0826,0.0959,0.0767,19.1972,78.0638,1010.5297
1/25/2024,22,-1.5456,-0.3823,-2.2657,356.6983,-50.3747,0.0224,0.0000,0.0721,0.2585,0.2507,18.3187,82.4787,1011.0547
1/25/2024,23,-1.0136,-0.2437,-1.6242,392.0483,-13.5273,0.0028,0.1463,0.1444,0.1993,0.1787,17.8483,85.6100,1011.0443
1/26/2024,0,-1.0089,-0.1767,-1.5143,394.4933,-10.6043,0.0198,0.1734,0.1808,0.0821,0.0642,17.7343,87.4167,1011.2023
1/26/2024,1,-1.1783,-0.2655,-1.7373,380.6950,-24.2212,0.0192,0.1244,0.1682,0.2640,0.2383,17.6843,89.2250,1010.7073
1/26/2024,2,-1.5596,-0.3824,-2.0333,349.9900,-50.9215,0.0689,0.0000,0.1553,0.2508,0.2341,17.2647,90.9050,1010.2013
1/26/2024,3,-1.4988,-0.3824,-1.9229,347.2717,-50.3200,0.1260,0.0000,0.1599,0.0918,0.0755,16.7770,92.6700,1009.6188
1/26/2024,4,-1.1408,-0.3744,-1.6687,362.4150,-32.5492,0.0846,0.0157,0.0795,0.4210,0.4143,16.2857,94.1817,1009.1368
1/26/2024,5,-0.9160,-0.1453,-1.3992,385.8683,-11.3125,0.0856,0.1156,0.1566,0.2806,0.2632,16.5048,92.8983,1008.8780
1/26/2024,6,-0.8734,-0.1417,-1.2309,390.3917,-7.8462,0.0848,0.1259,0.1024,0.3501,0.3305,16.5762,92.8317,1008.5947
1/26/2024,7,-0.5065,-0.0089,-1.0642,396.4550,-2.5579,0.1254,0.0344,0.0000,0.1347,0.1154,16.6948,92.8850,1008.5710
1/26/2024,8,6.2557,0.0493,6.3986,399.1900,-2.0386,0.1362,0.0509,0.1667,0.0793,0.0475,16.9610,92.2900,1008.5835
1/26/2024,9,38.9906,0.3803,42.3511,401.2133,-2.9617,0.5918,0.0084,0.6506,0.0887,0.0580,17.2830,91.9267,1009.1210
1/26/2024,10,120.7034,0.4565,132.1098,405.1167,-9.1723,1.8531,0.0257,2.0261,0.1358,0.1157,18.2158,89.5717,1009.4705
1/26/2024,11,428.8416,168.2979,295.7928,377.8617,-59.3428,46.9472,45.9989,8.2412,0.6525,0.7074,20.1287,85.3500,1009.3255
1/26/2024,12,475.7439,151.9429,354.8517,393.5167,-58.6345,77.7529,72.1305,12.2374,1.3744,1.5122,22.0008,81.5580,1008.2563
1/26/2024,13,591.1047,312.9808,296.5998,385.5700,-79.5093,62.6576,58.8897,7.8989,0.7237,0.7668,23.6778,74.8478,1006.9322
1/26/2024,14,446.9944,86.9097,395.0050,412.1167,-55.8620,50.0551,44.4434,9.3463,0.8405,0.9412,24.0742,73.5093,1005.6818
1/26/2024,15,345.1351,58.5637,317.1006,414.7700,-53.2342,31.3368,29.8410,5.4208,0.7312,0.7876,24.8433,70.8887,1005.0558
1/26/2024,16,314.1430,122.6205,232.4419,406.4750,-63.8740,23.6868,25.9382,3.9914,0.7144,0.7036,25.5385,68.0097,1004.7340
1/26/2024,17,191.4791,113.7831,139.2226,405.1267,-58.0553,12.5943,20.0878,1.7066,0.4465,0.4466,25.6777,66.2290,1005.1292
1/26/2024,18,82.7534,115.6223,46.2004,373.9683,-82.1610,2.8822,6.4800,0.7637,0.1728,0.1749,25.6605,65.9703,1005.3793
1/26/2024,19,0.2945,0.4826,-0.3289,372.5267,-67.7847,0.0840,0.0863,0.0895,0.1275,0.1075,24.4053,72.0142,1006.2518
1/26/2024,20,-1.6914,-0.3820,-2.4804,370.4517,-63.3613,0.0077,0.0000,0.0000,0.1501,0.1276,23.3578,76.7750,1006.9243
1/26/2024,21,-1.3158,-0.2070,-1.9974,396.6600,-29.2437,0.0130,0.0675,0.0901,0.3394,0.3225,21.6000,86.4140,1008.6390
1/26/2024,22,-1.2496,-0.0106,-1.7904,412.5100,-3.6158,0.0391,0.1350,0.1207,0.1045,0.0642,19.7830,94.1683,1010.3370
1/26/2024,23,-0.7832,-0.2618,-1.4120,409.3350,-1.6760,0.0901,0.1407,0.0225,0.0970,0.0744,19.0750,96.1983,1011.3413
1/27/2024,0,-0.8267,-0.2192,-1.2037,407.7933,-4.3815,0.1082,0.1341,0.0495,0.1572,0.1314,19.1612,94.0833,1011.9080
1/27/2024,1,-0.9901,-0.2971,-1.4644,399.1883,-12.2011,0.0308,0.1234,0.1607,0.6679,0.6612,18.9363,92.8100,1012.1510
1/27/2024,2,-1.0150,-0.3590,-1.6051,393.9400,-15.0820,0.0031,0.0529,0.1290,0.8664,0.8582,18.5247,92.6400,1012.3053
1/27/2024,3,-1.0239,-0.3333,-1.5349,390.6433,-15.6332,0.0313,0.0840,0.1375,1.3278,1.3153,18.0375,92.8083,1012.8992
1/27/2024,4,-1.1359,-0.3350,-1.6883,374.1350,-28.4120,0.0330,0.0490,0.0687,2.2212,2.2247,17.4153,92.4200,1013.2937
1/27/2024,5,-1.2390,-0.3824,-1.8450,359.8083,-39.8665,0.0619,0.0000,0.0572,0.9460,0.9327,17.0802,93.0567,1013.7827
1/27/2024,6,-1.2266,-0.3805,-1.7719,365.7967,-31.5593,0.0179,0.0096,0.1222,0.3672,0.3572,16.6230,94.3883,1014.1847
1/27/2024,7,-1.0114,-0.3733,-1.4295,377.9267,-18.8877,0.0084,0.0292,0.1515,0.1511,0.1445,16.4317,95.2367,1014.8245
1/27/2024,8,8.7469,-0.1281,9.2353,384.4133,-12.9058,0.3545,0.1094,0.3831,0.5790,0.5759,16.3597,94.0833,1015.8322
1/27/2024,9,74.4075,7.2716,76.4692,374.7400,-22.7969,6.4393,6.5850,3.1529,1.1753,1.1665,16.0383,92.0067,1017.2282
1/27/2024,10,356.3774,249.6986,170.7047,333.4100,-74.8908,43.5813,54.9785,4.9768,0.9357,0.9481,16.8893,82.7793,1018.2090
1/27/2024,11,544.3523,466.6324,123.5766,324.9367,-90.6433,25.1610,28.3773,1.9393,0.3670,0.3767,17.5773,74.4320,1019.0925
1/27/2024,12,658.1963,576.7821,88.4002,322.6517,-99.0800,0.7376,2.2956,0.1423,0.2733,0.2986,18.5995,60.4728,1019.0968
1/27/2024,13,705.4282,609.2013,87.8799,324.1200,-102.5033,0.4599,1.7681,0.1162,0.2716,0.2903,19.3373,53.6245,1018.2662
1/27/2024,14,694.7566,623.3634,80.5996,326.3883,-108.4233,0.4320,1.3640,0.1280,0.2658,0.2940,20.4487,48.0167,1017.3423
1/27/2024,15,623.8962,589.9039,77.2937,327.6317,-110.8767,0.6173,1.3266,0.1395,0.2606,0.2908,21.2915,43.4308,1016.7427
1/27/2024,16,502.0647,533.1852,69.3283,328.1367,-112.9200,0.7988,1.2190,0.1707,0.2242,0.2465,21.8013,41.2940,1016.7197
1/27/2024,17,331.7565,463.3304,51.8771,326.4050,-111.9167,1.0267,1.2394,0.2779,0.1864,0.1906,21.8812,41.0862,1017.0347
1/27/2024,18,122.6687,303.7757,27.6713,322.4867,-107.5467,0.9985,1.4759,0.1825,0.1181,0.1118,21.3712,42.0717,1017.2632
1/27/2024,19,1.0057,11.2334,-0.4639,318.0517,-95.9133,0.1460,0.6356,0.0824,0.1274,0.1113,19.9520,46.9165,1017.9863
1/27/2024,20,-2.2700,-0.3823,-2.8093,313.6167,-90.5950,0.1267,0.0000,0.0724,0.1232,0.1080,18.5878,51.3647,1019.1110
1/27/2024,21,-2.0667,-0.3824,-2.6644,309.7450,-87.1583,0.0870,0.0000,0.1675,0.1230,0.1029,17.3917,54.9943,1020.1002
1/27/2024,22,-1.9387,-0.3825,-2.5468,305.9617,-85.5317,0.0691,0.0000,0.0992,0.1350,0.1186,16.4577,57.9443,1020.8485
1/27/2024,23,-1.9367,-0.3826,-2.5138,301.0783,-85.0933,0.1293,0.0000,0.0658,0.1184,0.0995,15.4350,60.5710,1021.3865
1/28/2024,0,-1.8049,-0.3913,-2.4850,297.1900,-84.0417,0.1096,0.0051,0.0043,0.1218,0.0975,14.5263,63.4515,1021.5773
1/28/2024,1,-1.8082,-0.4039,-2.5189,293.7050,-82.5133,0.0430,0.0226,0.0430,0.1213,0.0999,13.1776,68.6071,1021.7271
1/28/2024,2,-1.6960,-0.3827,-2.4852,292.8383,-79.9240,0.0123,0.0000,0.0000,0.1150,0.0918,12.3758,71.1993,1021.9922
1/28/2024,3,-1.6895,-0.3957,-2.4754,292.4583,-78.8045,0.0063,0.0225,0.0186,0.1405,0.1311,12.3888,70.8252,1022.0367
1/28/2024,4,-1.6928,-0.3830,-2.4782,291.2667,-76.8355,0.0014,0.0012,0.0157,0.1455,0.1304,11.8067,72.3285,1022.2135
1/28/2024,5,-1.6920,-0.3830,-2.4419,289.5750,-74.0113,0.0024,0.0012,0.0741,0.1434,0.1275,11.0687,75.7635,1022.5930
1/28/2024,6,-1.6576,-0.4186,-2.2395,288.9383,-74.3583,0.0241,0.0097,0.1154,0.1315,0.1098,10.9433,75.6018,1022.9897
1/28/2024,7,-1.5572,-0.3829,-2.1013,287.8467,-73.8482,0.0449,0.0000,0.1229,0.1330,0.1275,10.6192,74.3038,1023.6040
1/28/2024,8,38.2483,130.9900,11.8237,285.7800,-78.9328,0.6171,1.5942,0.1945,0.1661,0.1594,10.6177,73.7808,1024.2317
1/28/2024,9,234.2074,404.8579,40.9458,286.1400,-95.0500,1.0740,0.9189,0.1444,0.1567,0.1537,12.0635,69.6372,1024.7532
1/28/2024,10,436.5127,511.5111,54.4851,294.0183,-112.9983,0.8907,0.7172,0.1023,0.2127,0.2303,15.1635,61.3373,1025.3363
1/28/2024,11,586.6905,583.2235,60.9920,301.8383,-122.2150,0.6420,0.7709,0.1108,0.2752,0.2980,17.6548,46.7705,1025.6063
1/28/2024,12,685.2786,630.1452,65.0624,307.6950,-124.7383,0.5218,0.8809,0.1197,0.2962,0.3459,19.0102,41.7532,1025.3522
1/28/2024,13,730.8127,652.4144,66.1292,312.7333,-126.9317,0.4714,0.8654,0.1265,0.3302,0.3506,20.2960,36.7723,1024.5265
1/28/2024,14,718.2036,658.3421,65.3924,314.6683,-131.3433,1.2265,1.7431,0.1657,0.3273,0.3701,21.3655,30.3665,1023.2268
1/28/2024,15,645.4722,623.7960,62.0554,315.3467,-130.5383,0.5746,1.1807,0.0948,0.3126,0.3487,21.8280,28.0728,1022.2187
1/28/2024,16,521.5320,568.5209,56.8764,315.1600,-130.7150,0.7714,0.9595,0.1022,0.3240,0.3474,22.1362,26.6770,1021.7003
1/28/2024,17,344.1376,486.7586,47.6094,313.6950,-127.5000,1.0012,0.8709,0.1154,0.2280,0.2530,22.0052,25.5375,1021.7173
1/28/2024,18,127.3270,314.5777,27.9135,310.3517,-119.4467,1.3594,2.6965,0.1812,0.1374,0.1279,21.3187,25.8422,1021.7873
1/28/2024,19,1.2924,14.3159,-0.4382,302.8950,-107.8617,0.1690,0.6735,0.0908,0.1132,0.0845,19.2007,30.2943,1022.0850
1/28/2024,20,-2.3656,-0.3824,-2.8373,295.6150,-101.1517,0.0041,0.0000,0.0000,0.1121,0.0736,16.6507,34.8047,1022.4347
1/28/2024,21,-2.3061,-0.3825,-2.8123,290.9533,-96.7583,0.0568,0.0000,0.0453,0.1130,0.0927,14.9760,37.1773,1022.8143
1/28/2024,22,-2.0813,-0.3826,-2.6616,289.3450,-92.0117,0.1014,0.0000,0.1410,0.1083,0.0860,13.7717,41.2823,1023.0063
1/28/2024,23,-1.8650,-0.3827,-2.5346,287.5833,-86.3733,0.0877,0.0000,0.0489,0.1242,0.1002,12.8110,46.8627,1023.4123
1/29/2024,0,-1.7020,-0.3827,-2.4718,287.8167,-82.6800,0.0292,0.0000,0.0209,0.1166,0.0992,12.6780,47.0900,1023.7637
1/29/2024,1,-1.7450,-0.3845,-2.4766,288.2100,-82.3247,0.0405,0.0071,0.0516,0.1387,0.1247,12.6120,48.6433,1023.3100
1/29/2024,2,-1.8345,-0.4011,-2.5058,286.1100,-81.0638,0.0452,0.0393,0.0436,0.1308,0.1163,11.7357,54.1003,1023.1767
1/29/2024,3,-1.6907,-0.4860,-2.4530,283.1467,-78.5850,0.0069,0.0489,0.0430,0.1178,0.0943,10.7297,59.9657,1022.8300
1/29/2024,4,-1.6930,-0.4227,-2.4516,280.8767,-77.0783,0.0010,0.0443,0.0636,0.1072,0.0776,10.0960,62.0903,1022.5643
1/29/2024,5,-1.6931,-0.3957,-2.4494,278.3067,-77.0908,0.0000,0.0167,0.0549,0.1295,0.0971,9.0750,67.3070,1022.5560
1/29/2024,6,-1.7063,-0.3830,-2.3462,275.7050,-76.0722,0.0337,0.0000,0.0600,0.1155,0.0945,8.1523,69.0030,1022.3797
1/29/2024,7,-1.5423,-0.3849,-2.0510,275.9283,-75.4995,0.0988,0.0090,0.1024,0.1443,0.1229,8.2957,66.9097,1022.8243
1/29/2024,8,39.9043,135.4732,12.3444,276.8550,-77.9020,0.7101,2.6441,0.1931,0.1584,0.1355,8.6633,65.1540,1023.3072
1/29/2024,9,239.7392,413.6753,41.3114,279.9600,-90.8250,1.0753,0.9088,0.1432,0.1594,0.1499,10.4377,62.0202,1023.6527
1/29/2024,10,443.5720,518.4629,55.3261,288.1667,-107.7883,1.1195,1.0696,0.1205,0.2027,0.2123,13.8770,57.5717,1023.9087
1/29/2024,11,585.9244,577.2335,66.2779,298.2517,-124.8967,3.0912,3.4950,0.3053,0.2760,0.2832,17.2095,49.9453,1023.9613
1/29/2024,12,694.4957,641.9049,64.0464,302.9983,-134.3933,0.7478,1.0043,0.0909,0.2979,0.2902,18.5543,42.2212,1023.2235
1/29/2024,13,741.2759,662.7219,67.5740,307.5967,-136.6967,0.3916,0.7257,0.1356,0.3506,0.3845,19.9202,36.3028,1022.2550
1/29/2024,14,726.2956,662.7044,69.9530,308.3500,-138.9350,0.6344,0.9488,0.1498,0.3112,0.3486,20.7588,29.9118,1020.9570
1/29/2024,15,655.7923,628.7680,70.8468,309.5017,-142.1517,4.2852,4.6499,0.2808,0.3796,0.3926,21.6915,25.5453,1019.8307
1/29/2024,16,499.2659,483.1377,106.8468,312.5083,-132.4167,15.7495,19.4843,0.7438,0.3335,0.3402,21.7188,24.8333,1019.1720
1/29/2024,17,314.9505,346.2409,113.3869,313.2417,-124.0667,9.3575,14.9636,0.6001,0.2313,0.2885,21.5827,23.9087,1018.8052
1/29/2024,18,98.4680,121.4242,58.4177,316.5383,-110.3433,2.4812,6.2105,0.3655,0.1393,0.1551,21.2147,26.8002,1018.5802
1/29/2024,19,-0.0043,-0.3822,-0.4167,327.5917,-86.5325,0.1192,0.0000,0.1688,0.2074,0.1950,19.9080,35.0758,1018.7512
1/29/2024,20,-2.1933,-0.3823,-2.7304,315.1783,-87.4933,0.1429,0.0000,0.1439,0.1420,0.1057,17.6017,49.3983,1019.3190
1/29/2024,21,-2.1314,-0.3824,-2.6770,302.4750,-90.7550,0.1221,0.0000,0.1515,0.1335,0.0970,15.8667,56.2442,1019.7885
1/29/2024,22,-1.7441,-0.3825,-2.4843,307.6567,-79.6880,0.0692,0.0000,0.0025,0.1490,0.1387,14.8217,61.0713,1019.8907
1/29/2024,23,-1.6855,-0.3826,-2.3767,318.5550,-66.1042,0.0181,0.0000,0.0921,0.1643,0.1522,14.1692,65.5495,1019.6103
1/30/2024,0,-1.6428,-0.3826,-2.2168,324.1267,-58.7743,0.0788,0.0000,0.1578,0.1382,0.1246,13.7657,68.9800,1019.2467
1/30/2024,1,-1.6077,-0.3826,-2.2080,322.1867,-59.1103,0.0672,0.0000,0.1529,0.1671,0.1556,13.4700,72.2078,1018.8602
1/30/2024,2,-1.4941,-0.3827,-2.0735,321.1600,-55.3053,0.0748,0.0000,0.0792,0.2304,0.2152,12.6867,74.1592,1018.6052
1/30/2024,3,-1.0718,-0.3827,-1.7749,335.5533,-39.3383,0.0562,0.0000,0.0000,0.1214,0.0870,12.4442,74.5358,1018.3793
1/30/2024,4,-1.0921,-0.3827,-1.7860,334.6267,-38.8713,0.0738,0.0000,0.0239,0.1287,0.1105,12.2733,76.4083,1018.0408
1/30/2024,5,-1.0294,-0.3827,-1.7749,336.2783,-35.0715,0.0251,0.0000,0.0011,0.1355,0.1058,11.9858,77.2567,1017.7017
1/30/2024,6,-1.2006,-0.3828,-1.7748,328.9067,-40.7108,0.0964,0.0000,0.0028,0.1624,0.1516,11.6017,77.9983,1017.3142
1/30/2024,7,-1.0154,-0.3828,-1.6375,331.9983,-35.2320,0.0000,0.0000,0.1276,0.1299,0.1069,11.2158,81.7417,1017.6467
1/30/2024,8,11.0450,-0.2375,11.6433,329.7617,-37.7625,0.2256,0.0093,0.2736,0.1322,0.1208,11.4025,81.0583,1018.3358
1/30/2024,9,83.9973,0.3332,91.4018,332.9933,-40.0387,0.5698,0.0233,0.6129,0.1369,0.1193,11.5892,81.1550,1018.8942
1/30/2024,10,229.3332,21.5157,230.9926,328.2100,-61.8530,2.0465,2.1467,0.6863,0.1900,0.1983,13.5058,76.2700,1019.7983
1/30/2024,11,339.8951,70.0461,297.1992,328.4400,-81.9525,8.4201,8.3115,1.1127,0.2276,0.2231,16.0550,67.4833,1019.8400
1/30/2024,12,505.8621,116.7413,422.3291,340.3783,-89.4150,7.9234,7.4439,0.8363,0.2732,0.2708,18.2058,60.4792,1019.3748
1/30/2024,13,516.9808,100.0176,449.4771,348.2650,-94.7383,11.8083,10.8419,1.1058,0.3041,0.3501,19.6808,53.0783,1018.4642
1/30/2024,14,605.9474,257.2179,378.4824,346.0550,-105.7800,21.2866,20.6365,1.0877,0.3534,0.3754,21.1040,45.0368,1017.1975
1/30/2024,15,459.7990,160.0048,333.9565,350.5500,-104.4000,5.6354,5.9786,0.9278,0.3252,0.3616,22.0872,40.8600,1016.5858
1/30/2024,16,489.6741,419.8323,152.6695,334.2183,-120.2517,7.7711,9.5025,0.8075,0.2846,0.3063,22.5088,38.1248,1016.1283
1/30/2024,17,277.1110,235.0343,138.2286,336.5683,-108.4567,12.6043,20.8361,0.6810,0.2254,0.2619,22.3455,38.5472,1016.1740
1/30/2024,18,125.9228,206.1743,60.4015,331.5650,-107.6367,4.2619,10.9695,0.5876,0.1730,0.1834,22.1938,38.1157,1016.1383
1/30/2024,19,1.4951,1.3624,1.0083,329.2683,-92.3967,0.1458,0.1969,0.1314,0.1230,0.1098,21.3233,40.1593,1015.9207
1/30/2024,20,-2.2194,-0.3822,-2.7192,322.9600,-85.8533,0.0794,0.0000,0.1051,0.1290,0.1039,18.8018,58.8042,1016.6393
1/30/2024,21,-1.7723,-0.3824,-2.4908,320.3567,-79.3383,0.0963,0.0000,0.0214,0.1007,0.0858,17.0527,69.2322,1017.1482
1/30/2024,22,-1.6909,-0.3824,-2.4832,319.3100,-75.3463,0.0000,0.0000,0.0000,0.1176,0.0928,16.1033,73.8813,1017.3185
1/30/2024,23,-1.6911,-0.3825,-2.4664,321.5100,-69.9807,0.0000,0.0000,0.0357,0.1192,0.1018,15.5000,77.4647,1017.3040
1/31/2024,0,-1.6914,-0.3826,-2.4244,322.8533,-67.0973,0.0000,0.0000,0.1095,0.1267,0.1085,15.1892,79.6097,1017.0722
1/31/2024,1,-1.6914,-0.3826,-2.4345,323.2733,-65.0035,0.0000,0.0000,0.1061,0.1314,0.1091,14.8658,82.2117,1016.9457
1/31/2024,2,-1.6915,-0.3826,-2.3412,318.9867,-64.3025,0.0000,0.0000,0.1397,0.1263,0.0980,13.9990,85.4083,1016.9093
1/31/2024,3,-1.6058,-0.3826,-2.0485,317.7800,-60.6188,0.0936,0.0000,0.1688,0.1270,0.1088,13.1975,88.4183,1016.6043
1/31/2024,4,-1.5169,-0.3827,-1.9695,318.4667,-59.5448,0.1349,0.0000,0.1696,0.1423,0.1236,13.2482,89.0517,1016.6115
1/31/2024,5,-1.4166,-0.3827,-1.8889,324.5417,-52.2642,0.1268,0.0000,0.1341,0.1781,0.1663,12.9118,90.4817,1016.4465
1/31/2024,6,-1.2474,-0.3827,-1.8027,325.9950,-48.7052,0.1084,0.0000,0.0228,0.1768,0.1588,12.5480,90.9717,1016.4272
1/31/2024,7,-1.2135,-0.3827,-1.7787,324.7600,-48.1168,0.1288,0.0000,0.0077,0.1504,0.1326,12.3800,91.0100,1017.0063
1/31/2024,8,20.8555,3.1571,21.5226,317.5217,-52.1947,0.3214,0.4493,0.3303,0.1551,0.1323,11.7933,91.5067,1017.4772
1/31/2024,9,139.5984,78.4415,102.7118,318.2800,-62.1158,1.7985,2.8443,0.4069,0.1659,0.1513,12.5303,89.1867,1018.0235
1/31/2024,10,308.6203,154.9114,205.6527,331.1067,-74.8447,5.0941,6.1399,0.6998,0.2292,0.1948,15.4903,82.7155,1018.5688
1/31/2024,11,503.2460,298.3873,243.9469,341.2633,-88.1070,9.8627,10.4319,0.8691,0.2855,0.3083,18.6695,73.6667,1018.7850
1/31/2024,12,577.3350,254.1324,351.4536,359.4633,-91.5367,19.9380,18.8839,1.3943,0.3533,0.3952,21.1232,65.4713,1018.2777
1/31/2024,13,403.8617,78.6195,352.7754,383.1567,-67.8150,26.0052,22.4400,4.3138,0.3409,0.3675,22.2447,58.9125,1017.0078
1/31/2024,14,469.4718,136.2894,362.5953,392.3533,-62.7898,23.5806,21.6046,3.4987,0.4057,0.5052,22.8010,54.7962,1015.7412
1/31/2024,15,505.0735,225.4592,318.3543,387.2700,-67.9910,28.8784,29.4066,2.1679,0.4527,0.4747,23.3735,51.5092,1014.8535
1/31/2024,16,327.7957,148.3782,220.0972,362.8167,-89.9967,33.2217,38.5002,1.6289,0.3381,0.3687,23.6635,49.1618,1014.1590
1/31/2024,17,198.6220,59.2966,177.8486,382.7333,-65.6408,11.5422,16.7861,1.8634,0.3795,0.4499,23.7205,48.8213,1014.2888
1/31/2024,18,52.7038,2.0445,56.0220,373.8500,-61.0822,0.9894,1.0342,0.7285,0.3483,0.2755,22.7842,53.4873,1014.2885
1/31/2024,19,0.3403,-0.3821,-0.2075,347.4167,-71.6118,0.0749,0.0000,0.0926,0.2271,0.2053,20.4197,63.5083,1014.8457
1/31/2024,20,-1.6900,-0.3822,-2.4807,348.3650,-62.8215,0.0000,0.0000,0.0050,0.0975,0.0834,19.0613,69.8875,1015.5893
1/31/2024,21,-1.5687,-0.3823,-2.1218,354.1883,-52.0203,0.0985,0.0000,0.1714,0.0902,0.0741,18.1357,74.8117,1015.9297
1/31/2024,22,-1.4141,-0.3824,-1.8950,355.3583,-47.8918,0.1263,0.0000,0.1611,0.0738,0.0383,17.5623,75.8690,1016.2287
1/31/2024,23,-1.4184,-0.3824,-1.9116,351.1933,-49.5598,0.1142,0.0000,0.1662,0.1012,0.0816,17.1127,77.4547,1016.3103
2/1/2024,0,-1.3592,-0.3824,-1.8430,351.1650,-47.1618,0.1302,0.0000,0.1117,0.0932,0.0750,16.6593,80.3750,1016.4283
2/1/2024,1,-1.0764,-0.3825,-1.7738,357.0617,-40.1243,0.0999,0.0000,0.0000,0.0959,0.0732,16.4197,82.2517,1016.0780
2/1/2024,2,-1.1939,-0.3825,-1.7749,352.2633,-43.9225,0.1448,0.0000,0.0047,0.1086,0.0897,16.2330,84.0633,1015.6043
2/1/2024,3,-1.0492,-0.3825,-1.7570,360.5933,-33.3763,0.0588,0.0000,0.0208,0.1589,0.1440,15.7910,85.8933,1015.0817
2/1/2024,4,-1.0147,-0.3746,-1.7070,370.8817,-23.3117,0.0000,0.0259,0.0965,0.2012,0.1945,15.7620,86.5017,1014.7403
2/1/2024,5,-1.0147,-0.3825,-1.7740,364.7250,-30.1970,0.0000,0.0000,0.0000,0.1221,0.1161,15.9210,86.9217,1014.2590
2/1/2024,6,-1.0147,-0.3823,-1.6358,365.5183,-29.8380,0.0000,0.0012,0.1169,0.1094,0.0889,16.0303,87.7683,1013.4903
2/1/2024,7,-1.0147,-0.3761,-1.4200,370.5433,-26.5003,0.0000,0.0221,0.1602,0.1109,0.0969,16.3270,86.4300,1012.9477
2/1/2024,8,8.7653,-0.3797,9.0825,364.6217,-34.8930,0.1855,0.0104,0.2039,0.2006,0.1692,17.0108,82.6532,1012.4851
2/1/2024,9,51.3531,0.0021,55.4065,355.5183,-52.0220,0.2403,0.1711,0.2621,0.1826,0.1934,18.2913,77.5433,1012.8307
