DATE (MM/DD/YYYY),HOUR-CST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Downwelling IR [W/m^2],Avg Pyrgeometer Net [W/m^2],Avg Global (stdev) [W/m^2],Avg Direct (stdev) [W/m^2],Avg Diffuse (stdev) [W/m^2],Avg IR (stdev) [W/m^2],Avg Net (stdev) [W/m^2],Avg Air Temperature [deg C],Avg Relative Humidity [%],Avg Pressure [mBar]
5/9/2024,10,589.7577,315.4880,271.8898,429.0817,-74.7438,23.1636,20.1588,3.1131,0.3710,0.3927,30.5755,74.9265,998.9117
5/9/2024,11,728.3677,366.4512,322.8025,441.9500,-82.7203,18.9323,15.3434,2.4772,0.5351,0.5780,32.7602,65.9737,999.1155
5/9/2024,12,904.8367,555.4819,223.5810,441.6500,-96.1450,21.2919,16.1785,2.1048,0.5999,0.6052,34.7452,58.1462,998.9805
5/9/2024,13,867.5343,448.0331,302.2512,451.2867,-100.9050,86.2983,63.7026,5.3563,0.6452,0.6179,36.2197,53.1433,998.3222
5/9/2024,14,860.9877,494.7682,272.7928,454.5533,-103.4217,71.6639,57.0125,5.2646,0.6414,0.6890,38.0897,46.3458,997.4827
5/9/2024,15,613.5622,250.0794,349.3508,466.7283,-94.8617,73.4358,65.7812,4.2537,0.4689,0.5313,39.5097,42.9033,996.5605
5/9/2024,16,604.5288,439.9802,218.7316,462.2183,-108.6250,45.7867,46.5076,2.4094,0.3769,0.3963,41.4722,30.9138,995.7322
5/9/2024,17,487.1261,479.7123,121.2190,452.6333,-119.5367,1.2949,1.6255,0.2348,0.3648,0.3871,42.1360,25.9385,995.3805
5/9/2024,18,257.7226,264.1182,106.4165,460.4117,-79.8270,1.1991,1.5311,0.2917,0.2589,0.2800,39.0305,49.1370,995.5400
5/9/2024,19,65.2286,69.8685,44.8665,456.2100,-66.1605,0.6958,0.8510,0.4034,0.1658,0.1340,36.9795,56.7860,996.3695
5/9/2024,20,-0.4714,-0.3068,-1.1005,442.7583,-64.7812,0.1584,0.0110,0.1526,0.1517,0.1225,35.2108,59.8135,997.4378
5/9/2024,21,-1.8883,-0.3814,-2.5332,433.2350,-63.8045,0.1503,0.0000,0.0915,0.1395,0.1074,33.6438,62.6485,998.7256
5/9/2024,22,-1.8623,-0.3816,-2.4852,418.6400,-64.2072,0.1925,0.0000,0.0274,0.1447,0.1073,31.3322,67.2448,999.6261
5/9/2024,23,-1.7188,-0.3817,-2.4993,406.9700,-63.2530,0.0539,0.0000,0.0478,0.1315,0.0919,29.5508,75.4088,1000.2907
5/10/2024,0,-1.6880,-0.3818,-2.4789,400.5033,-62.7650,0.0000,0.0000,0.0000,0.1492,0.1256,28.4200,81.7372,1000.7608
5/10/2024,1,-1.6904,-0.3819,-2.4807,393.5017,-63.6688,0.0065,0.0000,0.0043,0.1208,0.1028,27.3905,85.3800,1000.6882
5/10/2024,2,-1.6411,-0.3819,-2.3903,399.9183,-52.8022,0.0192,0.0000,0.0595,0.3667,0.3628,26.4113,89.4267,1000.6423
5/10/2024,3,-1.6888,-0.3820,-2.4564,397.0000,-52.1317,0.0000,0.0000,0.0629,0.1390,0.1200,25.9225,91.2450,1000.6133
5/10/2024,4,-1.4568,-0.3820,-2.0612,409.2450,-37.9897,0.0363,0.0000,0.1350,0.4454,0.4340,25.5105,93.4450,1000.4622
5/10/2024,5,-1.1044,-0.3610,-1.5916,427.9883,-20.2883,0.0983,0.0253,0.1130,0.7651,0.7688,25.5567,94.7717,1000.4925
5/10/2024,6,-0.2201,-0.3156,-0.6065,445.8433,-5.5317,0.1152,0.0959,0.0732,0.2081,0.2093,25.8970,94.8433,1001.0143
5/10/2024,7,17.0849,0.0664,18.3720,447.6883,-6.8679,0.2497,0.1461,0.2776,0.1426,0.1366,26.3780,91.0267,1001.7282
5/10/2024,8,76.4278,0.3947,83.1827,449.3367,-10.3493,1.1757,0.0148,1.2769,0.1648,0.1585,26.8320,86.9100,1002.5033
5/10/2024,9,172.6679,3.5598,185.7519,449.3750,-17.9313,6.1359,2.3207,4.6848,0.4763,0.4985,27.5832,83.9833,1003.1335
5/10/2024,10,330.9490,29.8102,323.8573,445.7017,-32.1782,23.0294,17.9826,5.9907,0.6078,0.6620,28.7158,77.1798,1003.5552
5/10/2024,11,467.9614,63.1402,426.9942,457.4367,-30.3912,49.1751,34.9409,11.9879,0.5130,0.5953,29.9417,72.4958,1003.7723
5/10/2024,12,401.9452,41.6597,381.5932,466.1117,-26.5282,39.8769,25.7830,9.0644,0.3328,0.3716,30.7677,69.2288,1004.0350
5/10/2024,13,610.1707,99.2215,519.6706,460.2300,-40.8962,43.7810,29.5888,6.8037,0.4300,0.4666,31.3913,65.6160,1003.5687
5/10/2024,14,581.0291,92.1512,500.3402,461.7350,-40.3278,28.9529,19.8535,5.8620,0.4964,0.5270,31.8630,63.1298,1003.2815
5/10/2024,15,476.8741,47.1678,460.9356,463.7917,-40.2147,25.7696,21.1539,3.9568,0.3716,0.3972,32.2540,61.4610,1002.9808
5/10/2024,16,449.6870,49.1915,434.4254,458.7567,-43.9197,18.1150,17.3901,3.5986,0.3878,0.3930,32.2177,62.3827,1002.5148
5/10/2024,17,322.7568,36.5618,316.8372,455.3317,-40.3497,10.2495,11.0182,2.3891,0.3993,0.4230,31.7557,64.1445,1002.4573
5/10/2024,18,170.6599,34.4629,162.5759,434.8917,-49.7217,3.7853,4.8475,1.1909,0.2685,0.2544,30.7140,68.3243,1002.5867
5/10/2024,19,52.0271,10.7440,51.5362,425.9967,-49.6077,0.6603,0.7878,0.4980,0.2139,0.1907,29.7493,71.5962,1002.9872
5/10/2024,20,-0.5222,-0.3817,-1.1234,417.8933,-49.8208,0.0472,0.0000,0.1005,0.0917,0.0587,28.7578,74.9237,1003.9817
5/10/2024,21,-1.6863,-0.3818,-2.2181,416.1817,-45.3995,0.0089,0.0000,0.2294,0.1647,0.1410,27.7595,80.2028,1005.0143
5/10/2024,22,-1.6187,-0.3819,-2.0141,412.8200,-44.9415,0.0801,0.0000,0.2343,0.1907,0.1759,27.2010,83.8567,1005.4235
5/10/2024,23,-1.5811,-0.3819,-1.9189,412.9883,-43.1443,0.1160,0.0000,0.1959,0.2680,0.2518,26.9737,85.7267,1005.6970
5/11/2024,0,-1.2351,-0.3819,-1.7944,417.2567,-37.3253,0.1112,0.0000,0.0466,0.5297,0.5235,26.6710,87.6467,1005.7998
5/11/2024,1,-1.2525,-0.3820,-1.7836,422.5867,-30.5983,0.0912,0.0000,0.0521,0.6689,0.6642,26.4393,88.3850,1005.4175
5/11/2024,2,-1.0242,-0.3820,-1.7716,424.9967,-27.6468,0.0231,0.0000,0.0000,0.5128,0.5002,26.3522,89.0667,1005.1677
5/11/2024,3,-1.2745,-0.3818,-1.8275,416.4283,-33.8930,0.2121,0.0012,0.1063,0.2170,0.2054,26.2032,89.6800,1005.0753
5/11/2024,4,-1.0625,-0.3820,-1.7758,422.0200,-27.2507,0.0894,0.0000,0.0160,0.1388,0.1353,25.9822,90.3300,1005.1130
5/11/2024,5,-1.0670,-0.3820,-1.7765,421.5383,-26.9388,0.0980,0.0000,0.0176,0.1188,0.1102,25.7560,91.3617,1005.0703
5/11/2024,6,-0.5414,-0.3820,-1.0941,421.7967,-26.4088,0.0639,0.0000,0.0549,0.1659,0.1591,25.6077,92.6550,1004.9625
5/11/2024,7,28.5158,2.8871,28.9537,421.8650,-26.5738,0.8418,0.8595,0.5554,0.2041,0.1913,25.5685,93.0100,1005.4355
5/11/2024,8,46.2845,0.1019,50.9089,424.7883,-27.0680,0.5611,0.1294,0.6249,0.1656,0.1601,25.8557,91.0967,1005.6032
5/11/2024,9,221.4366,20.7884,219.3023,433.2667,-31.3297,12.8721,9.0425,5.6694,0.5786,0.5722,26.4858,88.4183,1005.8677
5/11/2024,10,310.6808,1.9919,336.2220,446.3567,-23.9992,3.8857,0.8699,3.4674,0.3107,0.3482,27.2643,83.5412,1005.8743
5/11/2024,11,456.3902,12.0692,479.5872,454.0033,-31.8522,7.8951,5.2470,2.3165,0.3177,0.3588,28.8742,75.3955,1005.9850
5/11/2024,12,244.4629,1.0881,265.6129,462.0400,-22.6957,1.8022,0.1869,1.8113,0.2358,0.2400,29.4702,71.6170,1005.6305
5/11/2024,13,169.9193,0.3833,184.7434,459.7233,-18.2368,0.8305,0.0041,0.9115,0.2053,0.2007,29.1938,72.6433,1005.0260
5/11/2024,14,497.6036,80.2519,431.6851,453.6750,-34.6035,14.1954,10.2608,2.7426,0.3755,0.4304,29.6325,72.3487,1004.2010
5/11/2024,15,638.1988,209.0293,434.5610,448.3267,-58.5770,56.4526,49.3301,4.2407,0.6625,0.6145,31.5177,66.4935,1002.8952
5/11/2024,16,464.7826,168.1394,330.1924,454.2617,-51.4317,29.9380,29.2011,4.4722,0.6442,0.5956,32.3378,64.0195,1001.8260
5/11/2024,17,324.3313,114.8195,250.8520,451.9217,-47.2745,10.2833,10.8712,2.4545,0.4567,0.4371,32.2917,64.7767,1001.2435
5/11/2024,18,210.9853,104.3883,153.8923,444.4117,-48.6363,4.5074,5.7805,1.2116,0.4534,0.4555,31.7703,64.8585,1001.1883
5/11/2024,19,56.7432,14.2040,55.7501,429.4750,-55.2485,0.6603,1.0374,0.4395,0.1420,0.1193,31.1903,64.6767,1001.1515
5/11/2024,20,0.6359,-0.3817,0.0660,425.2517,-53.2620,0.0946,0.0000,0.1197,0.1015,0.0739,30.5250,63.6882,1002.0160
5/11/2024,21,-1.6878,-0.3815,-2.4626,422.6867,-46.6908,0.0000,0.0012,0.0186,0.1547,0.1362,29.0230,65.3588,1002.8043
5/11/2024,22,-1.1661,-0.2917,-2.1516,429.2183,-15.7014,0.1092,0.0711,0.1213,0.4034,0.3876,26.4623,81.4065,1003.5655
5/11/2024,23,-0.9979,-0.3818,-1.7706,414.9400,-30.1363,0.0454,0.0012,0.0315,0.1899,0.1881,25.6167,85.2467,1003.5597
5/12/2024,0,-1.1737,-0.3820,-1.7944,406.8600,-40.3450,0.1265,0.0000,0.0433,0.1374,0.1198,25.5170,86.2383,1002.9580
5/12/2024,1,-1.2030,-0.3820,-1.8014,408.0950,-38.5980,0.1862,0.0000,0.0625,0.1352,0.1213,25.5747,87.4550,1002.5978
5/12/2024,2,-1.1477,-0.3659,-1.6801,422.3400,-23.7903,0.1598,0.0188,0.1925,0.4288,0.4363,25.6017,87.6683,1002.4968
5/12/2024,3,-1.2672,-0.3820,-1.8124,408.9433,-36.9678,0.1852,0.0000,0.0640,0.2547,0.2465,25.3210,90.2183,1001.7322
5/12/2024,4,-1.3498,-0.3814,-1.9556,408.2783,-33.4652,0.0982,0.0027,0.1410,0.4089,0.4166,24.8417,92.8850,1001.7033
5/12/2024,5,-1.3900,-0.3820,-1.9176,403.1733,-38.2948,0.1353,0.0000,0.1626,0.3527,0.3550,24.6773,94.3683,1001.3493
5/12/2024,6,-0.0360,-0.3821,-0.4620,398.5850,-42.2368,0.1447,0.0000,0.1025,0.2089,0.2106,24.5833,95.5300,1001.5170
5/12/2024,7,64.4897,29.1868,56.8710,400.6950,-44.5568,0.7442,0.8310,0.5386,0.1591,0.1533,24.7647,94.0300,1001.5463
5/12/2024,8,237.7611,138.4984,154.8497,403.6950,-53.7502,2.9452,4.0177,0.6563,0.1572,0.1358,26.0363,90.8783,1001.6875
5/12/2024,9,325.3222,95.5277,262.0530,429.8850,-43.6192,22.4776,21.0161,4.5365,0.6958,0.6838,27.7088,81.7675,1002.2745
5/12/2024,10,616.9834,273.2354,360.1950,431.6483,-61.6628,36.6656,32.3742,3.8421,0.5804,0.5793,29.0862,71.6815,1002.2967
5/12/2024,11,615.6982,222.3205,386.4510,438.4233,-64.4395,53.4474,43.0383,4.7836,0.5627,0.5819,30.0695,66.3355,1001.7217
5/12/2024,12,821.8673,333.8186,429.7207,443.4917,-73.3857,41.7051,32.0941,3.1561,0.5300,0.5566,31.3437,58.7117,1001.1063
5/12/2024,13,814.8020,298.9346,448.8172,444.3417,-81.8378,42.2635,30.7614,3.1542,0.5682,0.6258,32.3620,54.4977,1000.0067
5/12/2024,14,807.0675,298.2815,459.4851,448.3583,-81.9468,28.4681,21.5040,2.9482,0.5756,0.6261,33.0933,53.4790,999.2607
5/12/2024,15,721.0618,313.9261,393.2890,447.9767,-77.5058,45.9882,39.3253,2.8900,0.5237,0.6162,33.3607,54.0693,998.3997
5/12/2024,16,602.2814,273.6882,356.9696,444.2100,-80.7390,16.4860,15.3945,2.2673,0.4322,0.5388,33.6607,53.0277,997.5730
5/12/2024,17,273.2173,46.6316,251.1274,443.7800,-65.5143,7.6271,7.0898,1.9238,0.2933,0.3199,33.0443,56.6900,997.1670
5/12/2024,18,141.4432,11.6497,145.8011,441.3583,-56.0457,1.6755,1.4532,0.9159,0.1858,0.1823,32.6040,57.8927,997.2210
5/12/2024,19,24.8542,0.5413,26.7459,442.7250,-44.1135,0.3493,0.1850,0.3922,0.1488,0.1420,31.5983,60.5360,997.9133
5/12/2024,20,-1.7800,-0.7052,-2.4425,447.0867,-27.5938,0.1359,0.0341,0.1300,0.2951,0.3777,30.5483,66.0927,999.0233
5/12/2024,21,-1.4572,-0.4799,-2.1284,426.7600,-42.8162,0.1153,0.0105,0.2492,0.2117,0.2035,29.2803,74.5077,998.4963
5/12/2024,22,-1.6785,-0.3818,-2.2974,422.6850,-42.7550,0.0219,0.0000,0.2523,0.1390,0.1107,28.5667,80.0627,999.8667
5/12/2024,23,-1.2972,-0.3819,-1.8988,424.4767,-36.4180,0.0941,0.0000,0.1275,0.1573,0.1394,27.7617,84.3833,1000.0357
5/13/2024,0,-1.0205,-0.3817,-1.7713,432.6667,-26.0332,0.0105,0.0012,0.0000,0.6212,0.6086,27.3210,87.6700,1000.0167
5/13/2024,1,-1.0139,-0.3819,-1.7626,431.7033,-25.3577,0.0019,0.0000,0.0141,0.6117,0.6063,27.1323,89.1917,999.4550
5/13/2024,2,-1.0130,-0.3562,-1.5774,449.0217,-8.5561,0.0010,0.0600,0.2129,0.4426,0.4303,27.0730,89.7283,999.2070
5/13/2024,3,-1.0257,-0.3412,-1.7056,442.8600,-14.7143,0.0157,0.0683,0.1037,0.6507,0.6371,27.0690,89.7817,998.9583
5/13/2024,4,-1.0955,-0.3615,-1.6538,439.0133,-17.1087,0.0473,0.0373,0.1215,0.8607,0.8622,26.8737,90.4383,998.7318
5/13/2024,5,-1.0293,-0.3787,-1.7327,435.1133,-20.4500,0.0201,0.0107,0.0642,0.8397,0.8352,26.7553,90.9200,998.9428
5/13/2024,6,-0.5554,-0.3414,-1.0780,439.0617,-15.7384,0.0602,0.0356,0.0622,0.6558,0.6487,26.6533,90.9817,999.2807
5/13/2024,7,10.2904,-0.2228,10.8722,447.8283,-8.7538,0.3227,0.1524,0.3833,0.2677,0.2609,26.7827,90.1833,1000.0950
5/13/2024,8,68.5654,0.3713,74.9951,446.9567,-13.4603,1.6823,0.0945,1.8284,0.3449,0.3335,27.1070,88.4333,1000.6087
5/13/2024,9,238.9050,62.4347,195.6309,424.7033,-41.6937,11.9603,8.9253,4.3150,0.2974,0.2858,27.5060,86.9017,1000.5392
5/13/2024,10,641.6915,315.8037,334.2939,422.4850,-66.2535,28.7930,26.9600,3.9525,0.4590,0.4713,28.9812,80.5457,1000.6580
5/13/2024,11,731.1550,315.5063,394.6908,434.0900,-71.9625,34.9414,26.4928,7.1787,0.4810,0.5122,30.8672,70.5405,1000.3073
5/13/2024,12,679.6743,184.2970,476.5813,448.6183,-68.2463,53.0719,36.4826,9.2971,0.4506,0.4775,32.1028,64.5848,1000.1865
5/13/2024,13,776.2936,277.4931,439.2587,454.2467,-74.0567,69.7662,47.0244,11.5885,0.5754,0.6120,33.1497,61.4967,999.3253
5/13/2024,14,860.9966,378.7976,414.8023,455.4917,-82.0068,43.6222,30.2938,7.3297,0.5776,0.6255,33.9535,58.1295,998.6950
5/13/2024,15,802.5040,486.3943,281.1817,449.8800,-94.3550,3.0582,2.7092,0.6115,0.5435,0.5636,34.8410,53.9058,997.7961
5/13/2024,16,650.1054,444.3096,241.7014,448.9683,-91.5167,1.9100,1.8520,0.3587,0.4578,0.5139,35.4268,52.1703,996.9459
5/13/2024,17,463.3197,352.6508,192.2485,443.7233,-83.5453,1.5428,1.6766,0.2791,0.3297,0.3706,35.1780,53.6533,996.3917
5/13/2024,18,222.8083,164.7087,129.7874,448.3533,-68.5650,1.7938,1.8396,0.8247,0.3714,0.3957,35.0763,54.5573,996.6097
5/13/2024,19,9.8701,0.2103,10.6690,439.2183,-25.6755,0.3631,0.0758,0.4140,0.5387,0.4705,27.9955,71.1105,998.6959
5/13/2024,20,-0.1578,-0.3818,-1.0006,405.0600,-31.1652,0.0641,0.0000,0.0725,0.2272,0.2138,23.6328,89.8000,999.5956
5/13/2024,21,-1.3488,-0.3820,-1.9403,395.4533,-43.8043,0.0222,0.0000,0.1302,0.2134,0.1986,23.9778,88.7583,1000.6537
5/13/2024,22,-1.6892,-0.3821,-2.3451,380.8433,-54.2898,0.0000,0.0000,0.1759,0.1157,0.1035,23.4563,87.3933,1000.9037
5/13/2024,23,-1.6894,-0.3821,-2.3986,373.5550,-58.5153,0.0000,0.0000,0.1133,0.0992,0.0774,23.1707,87.1983,1001.5028
5/14/2024,0,-1.6891,-0.3822,-2.4041,371.4733,-58.2815,0.0030,0.0000,0.0997,0.1257,0.1021,22.9607,87.7200,1001.6012
5/14/2024,1,-1.6259,-0.3822,-2.2077,375.8100,-52.4177,0.0760,0.0000,0.1624,0.1797,0.1658,22.7227,90.3533,1002.1288
5/14/2024,2,-1.0031,-0.3363,-1.6268,420.9267,-12.1177,0.0302,0.0666,0.1495,0.5579,0.5473,23.0522,92.2133,1002.1552
5/14/2024,3,-1.3133,-0.3807,-2.0084,395.9950,-34.7512,0.0186,0.0065,0.0577,0.5071,0.4880,22.5288,91.5967,1002.6952
5/14/2024,4,-1.2057,-0.3822,-1.8820,389.6500,-37.4100,0.0714,0.0000,0.0508,0.1896,0.1717,22.2138,92.0983,1003.4355
5/14/2024,5,-1.1499,-0.3822,-1.8235,390.9517,-36.4925,0.0927,0.0000,0.0708,0.1417,0.1283,22.2932,91.6117,1003.4990
5/14/2024,6,0.4789,-0.3367,0.1646,409.0550,-19.2053,0.1180,0.0662,0.1229,0.6905,0.6845,22.1987,92.7933,1003.5517
5/14/2024,7,60.5720,10.8876,60.2829,402.9600,-27.6315,3.1900,5.3465,0.9327,0.6378,0.6497,21.9765,91.5483,1003.7908
5/14/2024,8,298.3795,261.5600,128.1072,371.2750,-74.2355,2.7509,3.9875,0.5905,0.2129,0.2388,23.2130,86.1600,1003.9388
5/14/2024,9,476.5262,355.7273,155.9121,373.2583,-87.2038,19.9523,22.4225,1.1945,0.3213,0.3433,24.8063,81.1228,1004.4918
5/14/2024,10,698.3520,526.3224,162.9641,381.8533,-99.2967,1.2809,1.1975,0.3699,0.3606,0.3781,27.4408,70.2873,1004.7782
5/14/2024,11,853.5271,572.0167,210.8827,394.5967,-90.9567,2.4504,2.5703,0.9779,0.4450,0.4518,29.0792,62.8145,1004.8583
5/14/2024,12,953.7828,606.3331,220.9086,406.5417,-92.0483,3.8845,3.8181,1.6731,0.5413,0.5514,30.7033,55.0455,1004.9027
5/14/2024,13,945.0543,605.2899,177.8850,412.9417,-92.5883,3.2351,2.8842,0.4798,0.5480,0.5650,31.6902,50.7662,1004.3477
5/14/2024,14,921.3499,620.8577,155.1774,410.2017,-98.3800,1.7621,2.7999,0.2925,0.5239,0.5516,32.5347,43.7308,1003.9392
5/14/2024,15,838.8104,613.9345,151.3753,407.1600,-97.9883,1.2308,2.9975,0.2743,0.4796,0.4889,32.5240,43.7815,1003.4725
5/14/2024,16,692.6663,580.0264,136.2408,405.8467,-98.8533,1.6643,2.8750,0.2107,0.4329,0.4648,32.7108,42.7000,1002.8692
5/14/2024,17,515.2827,498.4616,109.1198,394.6033,-105.2317,1.0615,2.3456,0.2142,0.3274,0.3432,32.4983,38.9877,1002.6782
5/14/2024,18,304.2319,377.5367,82.1754,388.0383,-106.2100,1.0710,1.4116,0.1885,0.2291,0.2435,32.1062,35.2150,1002.9278
5/14/2024,19,96.9325,174.5390,42.5982,381.2050,-104.8667,0.8933,1.3830,0.3152,0.1314,0.1031,31.4585,33.6287,1002.9182
5/14/2024,20,-0.0352,1.9025,-0.6952,376.5533,-95.1233,0.1042,0.1395,0.1003,0.1167,0.0805,29.7847,45.0275,1003.4253
5/14/2024,21,-2.3627,-0.3818,-2.8288,374.0267,-87.2433,0.0024,0.0000,0.0086,0.1175,0.0971,28.1607,57.6717,1003.9512
5/14/2024,22,-2.1313,-0.3819,-2.7268,375.2767,-78.0512,0.1365,0.0000,0.1050,0.1260,0.1190,26.8952,69.9693,1004.5672
5/14/2024,23,-1.7062,-0.3820,-2.5110,377.6100,-70.4395,0.0291,0.0000,0.0417,0.1334,0.1077,25.9313,79.7890,1004.9848
5/15/2024,0,-1.6890,-0.3820,-2.4804,377.4767,-64.6910,0.0000,0.0000,0.0000,0.1321,0.1236,25.2927,84.1267,1004.9022
5/15/2024,1,-1.6891,-0.3820,-2.4805,378.5850,-61.7468,0.0000,0.0000,0.0011,0.1393,0.1274,24.9373,87.3467,1004.4942
5/15/2024,2,-1.6893,-0.3821,-2.4769,378.8300,-58.4657,0.0000,0.0000,0.0143,0.1180,0.1025,24.3007,90.8550,1003.8960
5/15/2024,3,-1.3927,-0.3821,-2.1259,392.7300,-44.0612,0.0252,0.0000,0.0629,0.7993,0.7933,24.0187,93.2917,1003.5835
5/15/2024,4,-1.4423,-0.3821,-2.1430,393.0800,-43.6958,0.0362,0.0000,0.0798,1.0193,1.0022,23.9335,94.3600,1003.4570
5/15/2024,5,-1.6183,-0.3821,-2.2838,382.2717,-53.7130,0.0090,0.0000,0.1117,0.6270,0.6177,23.8035,95.1117,1003.2865
5/15/2024,6,0.4762,-0.3770,0.0932,384.5600,-50.0247,0.0930,0.0110,0.1382,0.6219,0.6138,23.6403,95.7667,1003.5210
5/15/2024,7,79.4354,55.0857,60.3088,382.7633,-57.0643,2.1057,4.9861,0.6085,0.4886,0.4774,23.8835,95.1883,1004.0077
5/15/2024,8,246.8157,131.3807,173.3081,395.9417,-60.5137,8.5970,10.4283,1.9218,0.4749,0.4585,25.3655,89.5167,1004.5873
5/15/2024,9,386.8653,126.3398,291.6605,419.9667,-50.9140,49.5634,49.1550,6.3448,1.1351,1.1325,26.9557,81.4378,1004.3565
5/15/2024,10,547.5290,194.1150,370.1073,428.8533,-55.9883,50.3353,44.5964,6.4065,0.6587,0.7300,28.4760,74.1113,1003.8322
5/15/2024,11,758.3772,308.5461,439.9069,436.9767,-57.9030,34.1691,30.1991,2.6498,0.5469,0.5968,30.0115,66.2747,1003.3443
5/15/2024,12,750.4733,250.4900,482.8484,449.9650,-58.7015,69.2707,54.2530,5.9499,0.5737,0.6350,31.4487,62.2647,1002.4280
5/15/2024,13,772.4201,233.8704,518.8063,460.6533,-56.9603,64.2508,46.8468,7.7126,0.6631,0.7108,32.4755,59.9203,1001.5680
5/15/2024,14,592.7502,122.7614,480.5878,471.6000,-41.5298,48.3869,34.2284,8.4263,0.5427,0.5955,33.0745,58.7628,1000.4463
5/15/2024,15,414.1575,21.9119,426.4318,473.3050,-32.3182,29.7461,22.2395,7.1923,0.4738,0.4685,32.7585,60.5432,999.6904
5/15/2024,16,398.1765,64.7336,366.7195,465.1667,-39.9368,39.5821,36.6067,7.0493,0.5713,0.5473,32.8082,60.6018,999.4171
5/15/2024,17,359.1262,151.1633,256.2150,445.8033,-54.1905,23.0152,25.2348,2.9761,0.5446,0.5170,32.4805,61.9225,999.1254
5/15/2024,18,180.0815,68.7789,146.5524,436.1350,-54.6347,8.4707,10.9738,2.5997,0.4242,0.4136,31.6027,67.0137,998.9231
5/15/2024,19,53.9819,2.7356,57.8267,434.8683,-40.8875,1.1339,0.7546,1.1283,0.6965,0.6957,29.7362,75.2862,999.1846
5/15/2024,20,0.1164,-0.3684,-0.3874,431.5933,-35.7263,0.1050,0.0134,0.1065,0.4000,0.3981,28.6207,79.6218,999.8723
5/15/2024,21,-1.0128,-0.3746,-1.7707,449.9433,-15.7620,0.0000,0.0223,0.0000,0.1932,0.1820,28.2953,81.5100,1000.9125
5/15/2024,22,-1.0519,-0.3810,-1.7729,436.0550,-28.0640,0.0427,0.0039,0.0053,0.7826,0.7768,28.0570,83.4983,1001.2470
5/15/2024,23,-1.2703,-0.3819,-1.8729,427.6150,-35.0833,0.0536,0.0000,0.0932,0.7894,0.7800,27.8640,83.7000,1001.3267
5/16/2024,0,-1.0897,-0.3819,-1.7809,432.1433,-28.5558,0.0421,0.0000,0.0283,1.2445,1.2473,27.5433,85.2100,1000.7742
5/16/2024,1,-1.0132,-0.3700,-1.6904,447.0350,-13.7678,0.0000,0.0345,0.1293,0.7873,0.7855,27.5203,85.6117,1000.1625
5/16/2024,2,-1.0132,-0.3620,-1.6357,450.2617,-9.7823,0.0000,0.0675,0.1971,0.4245,0.4172,27.3718,86.1517,999.7218
5/16/2024,3,-1.0132,-0.3408,-1.7126,448.1733,-10.7543,0.0000,0.0876,0.1152,0.3989,0.3971,27.2535,86.9767,999.4053
5/16/2024,4,-1.0132,-0.3229,-1.5678,450.6033,-7.3973,0.0000,0.1220,0.2498,0.1260,0.1082,27.1002,87.8567,998.9087
5/16/2024,5,-1.0132,-0.3395,-1.5855,448.7567,-8.9974,0.0000,0.0937,0.2190,0.2525,0.2371,27.0250,88.2133,998.7617
5/16/2024,6,0.3111,-0.3694,-0.1645,444.8267,-12.3894,0.0657,0.0321,0.1320,0.6853,0.6827,26.9483,88.6317,998.9434
5/16/2024,7,19.3680,-0.0390,21.0301,448.5200,-9.1881,0.8517,0.1817,0.9563,0.2799,0.2759,26.9167,89.1517,998.7249
5/16/2024,8,40.1522,0.3613,43.9261,451.8483,-7.9883,2.3153,0.0354,2.5461,0.1952,0.1753,27.1033,88.3467,998.8683
5/16/2024,9,45.7245,0.3773,50.1022,454.0983,-8.2431,1.8911,0.0123,2.0692,0.1301,0.1156,27.4983,87.6100,999.1130
5/16/2024,10,79.8802,0.3191,87.8998,456.6467,-9.7291,2.3606,0.0188,2.6038,0.1434,0.1258,28.0683,86.3017,999.5649
5/16/2024,11,292.9250,4.3552,315.8970,461.2500,-14.7777,13.7205,4.4031,9.6359,0.3481,0.3288,28.7548,85.2250,999.5403
5/16/2024,12,411.0419,12.1704,434.1211,468.3200,-27.4965,27.7302,11.4614,17.8385,0.3936,0.4491,30.5045,76.3358,998.8886
5/16/2024,13,681.5431,122.9697,566.8109,466.7250,-47.9022,72.2716,47.0258,14.3867,0.6793,0.7075,31.9587,70.4492,997.9456
5/16/2024,14,489.8209,69.6385,440.0578,472.5467,-46.6275,54.7415,37.3602,9.7987,0.5601,0.6035,33.1017,66.1747,996.8039
5/16/2024,15,360.8246,26.2333,363.6919,464.6883,-49.2807,9.5632,6.2785,3.4070,0.3282,0.3684,33.3865,65.1407,996.1404
5/16/2024,16,478.7098,123.0492,389.0084,458.4633,-66.7820,19.6348,15.9318,5.3146,0.3305,0.3661,34.0832,62.9938,995.3685
5/16/2024,17,290.3794,55.6611,265.4113,456.4067,-61.4058,10.2909,9.2902,3.1455,0.2652,0.3367,34.0433,63.1192,994.9287
5/16/2024,18,62.0556,0.4407,68.0593,455.7350,-43.3263,0.5252,0.0322,0.5847,0.1507,0.1393,33.1967,66.0833,994.5401
5/16/2024,19,98.1479,50.0849,87.6717,443.4483,-50.9025,1.4330,1.5900,1.1284,0.1739,0.1367,32.2117,70.4392,994.6814
